Data,Hora UTC,"PRECIPITAÇÃO TOTAL, HORÁRIO (mm)","PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB)",PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB),PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB),RADIACAO GLOBAL (Kj/m²),"TEMPERATURA DO AR - BULBO SECO, HORARIA (°C)",TEMPERATURA DO PONTO DE ORVALHO (°C),TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C),TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C),UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%),"UMIDADE RELATIVA DO AR, HORARIA (%)","VENTO, DIREÇÃO HORARIA (gr) (° (gr))","VENTO, RAJADA MAXIMA (m/s)","VENTO, VELOCIDADE HORARIA (m/s)"
2022/10/30,1200 UTC,0,"1002,6","1002,6","1001,5","616,7","26,1","23,6","26,1",24,"23,7","22,6",92.0,86.0,86.0,232.0,0,0
2022/10/30,1300 UTC,0,"1002,8","1002,8","1002,6","1076,8","28,2","24,5","28,2","26,1","24,7","23,5",87.0,80.0,81.0,4.0,0,0
2022/10/30,1400 UTC,0,"1002,4","1002,8","1002,4","1389,8","29,6","24,8","29,8","28,2","25,3","24,4",81.0,75.0,76.0,325.0,0,0
2022/10/30,1500 UTC,0,"1001,6","1002,4","1001,6","2599,7","32,3","24,4","32,3","29,5","25,1","23,7",76.0,63.0,63.0,308.0,0,0
2022/10/30,1600 UTC,0,"1000,5","1001,6","1000,5","2522,5","33,8","23,1","33,9","31,4","24,9","22,2",66.0,52.0,54.0,146.0,0,0
2022/10/30,1700 UTC,0,"999,3","1000,5","999,3","2688,2","34,1","22,7","34,7","33,7","23,3","21,1",54.0,46.0,52.0,84.0,"5,1",0
2022/10/30,1800 UTC,0,"998,4","999,3","998,4",2124,"33,1",22,"34,3","32,9","23,5","21,8",54.0,49.0,52.0,99.0,0,0
2022/10/30,1900 UTC,0,"998,1","998,4","998,1","1704,2","33,1","21,2","33,6","32,6","22,4","21,2",54.0,49.0,50.0,88.0,0,0
2022/10/30,2000 UTC,0,"997,7","998,1","997,7","667,6",33,22,"33,4",33,"22,5","21,3",53.0,50.0,53.0,78.0,0,0
2022/10/30,2100 UTC,0,"997,7","997,9","997,7",370,"32,1","22,5",33,"32,1","22,9","21,9",57.0,52.0,57.0,89.0,0,0
2022/10/30,2200 UTC,0,"997,7","997,8","997,7","71,3","29,9","24,1","32,2","29,9","24,1","22,1",71.0,56.0,71.0,171.0,0,0
2022/10/30,2300 UTC,0,"998,3","998,3","997,7",0,"27,8","24,5","29,9","27,8","24,8","24,1",82.0,71.0,82.0,350.0,0,0
