UF;Município;Faixa etária;Gênero;Grau de instrução;Turno;Comparecimento;% comparecimento;Abstenção;Eleitorado apto;Data de carga
AM;MAUÉS;65 a 69 anos                  ;NÃO INFORMADO;LÊ E ESCREVE;1;1;1;0;1;2025-04-30 07:09:09
AM;MAUÉS;70 a 74 anos                  ;FEMININO;ANALFABETO;1;9;0,0849;97;106;2025-04-30 07:09:09
AM;MAUÉS;70 a 74 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;1;9;0,6923;4;13;2025-04-30 07:09:09
AM;MAUÉS;70 a 74 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;1;26;0,4;39;65;2025-04-30 07:09:09
AM;MAUÉS;70 a 74 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;1;10;0,625;6;16;2025-04-30 07:09:09
AM;MAUÉS;70 a 74 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;1;3;0,6;2;5;2025-04-30 07:09:09
AM;MAUÉS;70 a 74 anos                  ;FEMININO;LÊ E ESCREVE;1;51;0,3696;87;138;2025-04-30 07:09:09
AM;MAUÉS;70 a 74 anos                  ;FEMININO;SUPERIOR COMPLETO;1;4;1;0;4;2025-04-30 07:09:09
AM;MAUÉS;70 a 74 anos                  ;FEMININO;SUPERIOR INCOMPLETO;1;2;0,5;2;4;2025-04-30 07:09:09
AM;MAUÉS;70 a 74 anos                  ;MASCULINO;ANALFABETO;1;6;0,0845;65;71;2025-04-30 07:09:09
AM;MAUÉS;70 a 74 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;1;6;0,4;9;15;2025-04-30 07:09:09
AM;MAUÉS;70 a 74 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;1;34;0,5;34;68;2025-04-30 07:09:09
AM;MAUÉS;70 a 74 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;1;6;0,75;2;8;2025-04-30 07:09:09
AM;MAUÉS;70 a 74 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;1;2;0,6667;1;3;2025-04-30 07:09:09
AM;MAUÉS;70 a 74 anos                  ;MASCULINO;LÊ E ESCREVE;1;94;0,4974;95;189;2025-04-30 07:09:09
AM;MAUÉS;70 a 74 anos                  ;MASCULINO;SUPERIOR COMPLETO;1;1;0,2;4;5;2025-04-30 07:09:09
AM;MAUÉS;70 a 74 anos                  ;MASCULINO;SUPERIOR INCOMPLETO;1;0;0;1;1;2025-04-30 07:09:09
AM;MAUÉS;75 a 79 anos                  ;FEMININO;ANALFABETO;1;2;0,0208;94;96;2025-04-30 07:09:09
AM;MAUÉS;75 a 79 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;1;3;0,6;2;5;2025-04-30 07:09:09
AM;MAUÉS;75 a 79 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;1;16;0,4848;17;33;2025-04-30 07:09:09
AM;MAUÉS;75 a 79 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;1;4;0,4444;5;9;2025-04-30 07:09:09
AM;MAUÉS;75 a 79 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;1;0;0;3;3;2025-04-30 07:09:09
AM;MAUÉS;75 a 79 anos                  ;FEMININO;LÊ E ESCREVE;1;25;0,2688;68;93;2025-04-30 07:09:09
AM;MAUÉS;75 a 79 anos                  ;FEMININO;SUPERIOR COMPLETO;1;0;0;1;1;2025-04-30 07:09:09
AM;MAUÉS;75 a 79 anos                  ;MASCULINO;ANALFABETO;1;2;0,0278;70;72;2025-04-30 07:09:09
AM;MAUÉS;75 a 79 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;1;2;0,2222;7;9;2025-04-30 07:09:09
AM;MAUÉS;75 a 79 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;1;10;0,3226;21;31;2025-04-30 07:09:09
AM;MAUÉS;75 a 79 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;1;2;0,25;6;8;2025-04-30 07:09:09
AM;MAUÉS;75 a 79 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;1;3;0,4286;4;7;2025-04-30 07:09:09
AM;MAUÉS;75 a 79 anos                  ;MASCULINO;LÊ E ESCREVE;1;28;0,2137;103;131;2025-04-30 07:09:09
AM;MAUÉS;75 a 79 anos                  ;MASCULINO;SUPERIOR COMPLETO;1;0;0;4;4;2025-04-30 07:09:09
AM;MAUÉS;80 a 84 anos                  ;FEMININO;ANALFABETO;1;0;0;104;104;2025-04-30 07:09:09
AM;MAUÉS;80 a 84 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;1;2;0,5;2;4;2025-04-30 07:09:09
AM;MAUÉS;80 a 84 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;1;3;0,125;21;24;2025-04-30 07:09:09
AM;MAUÉS;80 a 84 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;1;0;0;5;5;2025-04-30 07:09:09
AM;MAUÉS;80 a 84 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;1;0;0;1;1;2025-04-30 07:09:09
AM;MAUÉS;80 a 84 anos                  ;FEMININO;LÊ E ESCREVE;1;10;0,0833;110;120;2025-04-30 07:09:09
AM;MAUÉS;80 a 84 anos                  ;MASCULINO;ANALFABETO;1;2;0,0235;83;85;2025-04-30 07:09:09
AM;MAUÉS;80 a 84 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;1;1;0,25;3;4;2025-04-30 07:09:09
AM;MAUÉS;80 a 84 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;1;6;0,2308;20;26;2025-04-30 07:09:09
AM;MAUÉS;80 a 84 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;1;1;0,25;3;4;2025-04-30 07:09:09
AM;MAUÉS;80 a 84 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;1;1;0,5;1;2;2025-04-30 07:09:09
AM;MAUÉS;80 a 84 anos                  ;MASCULINO;LÊ E ESCREVE;1;22;0,163;113;135;2025-04-30 07:09:09
AM;MAUÉS;80 a 84 anos                  ;MASCULINO;SUPERIOR COMPLETO;1;1;1;0;1;2025-04-30 07:09:09
AM;MAUÉS;80 a 84 anos                  ;MASCULINO;SUPERIOR INCOMPLETO;1;2;1;0;2;2025-04-30 07:09:09
AM;MAUÉS;85 a 89 anos                  ;FEMININO;ANALFABETO;1;0;0;94;94;2025-04-30 07:09:09
AM;MAUÉS;85 a 89 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;1;1;0,2;4;5;2025-04-30 07:09:09
AM;MAUÉS;85 a 89 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;1;2;0,1538;11;13;2025-04-30 07:09:09
AM;MAUÉS;85 a 89 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;1;0;0;3;3;2025-04-30 07:09:09
AM;MAUÉS;85 a 89 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;1;0;0;1;1;2025-04-30 07:09:09
AM;MAUÉS;85 a 89 anos                  ;FEMININO;LÊ E ESCREVE;1;2;0,0211;93;95;2025-04-30 07:09:09
AM;MAUÉS;85 a 89 anos                  ;FEMININO;SUPERIOR COMPLETO;1;1;1;0;1;2025-04-30 07:09:09
AM;MAUÉS;85 a 89 anos                  ;MASCULINO;ANALFABETO;1;3;0,04;72;75;2025-04-30 07:09:09
AM;MAUÉS;85 a 89 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;1;1;0,2;4;5;2025-04-30 07:09:09
AM;MAUÉS;85 a 89 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;1;0;0;20;20;2025-04-30 07:09:09
AM;MAUÉS;85 a 89 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;1;0;0;1;1;2025-04-30 07:09:09
AM;MAUÉS;85 a 89 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;1;0;0;2;2;2025-04-30 07:09:09
AM;MAUÉS;85 a 89 anos                  ;MASCULINO;LÊ E ESCREVE;1;7;0,0438;153;160;2025-04-30 07:09:09
AM;MAUÉS;85 a 89 anos                  ;MASCULINO;SUPERIOR COMPLETO;1;1;0,5;1;2;2025-04-30 07:09:09
AM;MAUÉS;90 a 94 anos                  ;FEMININO;ANALFABETO;1;1;0,0115;86;87;2025-04-30 07:09:09
AM;MAUÉS;90 a 94 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;1;0;0;6;6;2025-04-30 07:09:09
AM;MAUÉS;90 a 94 anos                  ;FEMININO;LÊ E ESCREVE;1;0;0;63;63;2025-04-30 07:09:09
AM;MAUÉS;90 a 94 anos                  ;MASCULINO;ANALFABETO;1;0;0;60;60;2025-04-30 07:09:09
AM;MAUÉS;90 a 94 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;1;0;0;1;1;2025-04-30 07:09:09
AM;MAUÉS;90 a 94 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;1;0;0;8;8;2025-04-30 07:09:09
AM;MAUÉS;90 a 94 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;1;0;0;1;1;2025-04-30 07:09:09
AM;MAUÉS;90 a 94 anos                  ;MASCULINO;LÊ E ESCREVE;1;1;0,0088;113;114;2025-04-30 07:09:09
AM;MAUÉS;90 a 94 anos                  ;MASCULINO;SUPERIOR INCOMPLETO;1;0;0;1;1;2025-04-30 07:09:09
AM;MAUÉS;95 a 99 anos                  ;FEMININO;ANALFABETO;1;0;0;39;39;2025-04-30 07:09:09
AM;MAUÉS;95 a 99 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;1;0;0;1;1;2025-04-30 07:09:09
AM;MAUÉS;95 a 99 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;1;0;0;2;2;2025-04-30 07:09:09
AM;MAUÉS;95 a 99 anos                  ;FEMININO;LÊ E ESCREVE;1;0;0;34;34;2025-04-30 07:09:09
AM;MAUÉS;95 a 99 anos                  ;MASCULINO;ANALFABETO;1;0;0;31;31;2025-04-30 07:09:09
AM;MAUÉS;95 a 99 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;1;0;0;3;3;2025-04-30 07:09:09
AM;MAUÉS;95 a 99 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;1;0;0;5;5;2025-04-30 07:09:09
AM;MAUÉS;95 a 99 anos                  ;MASCULINO;LÊ E ESCREVE;1;1;0,0169;58;59;2025-04-30 07:09:09
AM;MAUÉS;95 a 99 anos                  ;MASCULINO;SUPERIOR COMPLETO;1;0;0;1;1;2025-04-30 07:09:09
AM;MAUÉS;Inválido                      ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;1;0;0;2;2;2025-04-30 07:09:09
AM;NHAMUNDÁ;100 anos ou mais              ;FEMININO;ANALFABETO;1;0;0;5;5;2025-04-30 07:09:09
AM;NHAMUNDÁ;100 anos ou mais              ;MASCULINO;ANALFABETO;1;0;0;2;2;2025-04-30 07:09:09
AM;NHAMUNDÁ;100 anos ou mais              ;MASCULINO;LÊ E ESCREVE;1;0;0;2;2;2025-04-30 07:09:09
AM;NHAMUNDÁ;16 anos                       ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;1;3;0,5;3;6;2025-04-30 07:09:09
AM;NHAMUNDÁ;16 anos                       ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;1;3;0,75;1;4;2025-04-30 07:09:09
AM;NHAMUNDÁ;16 anos                       ;FEMININO;ENSINO MÉDIO INCOMPLETO;1;53;0,9815;1;54;2025-04-30 07:09:09
AM;NHAMUNDÁ;16 anos                       ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;1;3;1;0;3;2025-04-30 07:09:09
AM;NHAMUNDÁ;16 anos                       ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;1;7;1;0;7;2025-04-30 07:09:09
AM;NHAMUNDÁ;16 anos                       ;MASCULINO;ENSINO MÉDIO INCOMPLETO;1;42;0,913;4;46;2025-04-30 07:09:09
AM;NHAMUNDÁ;17 anos                       ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;1;5;1;0;5;2025-04-30 07:09:09
AM;NHAMUNDÁ;17 anos                       ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;1;9;0,9;1;10;2025-04-30 07:09:09
AM;NHAMUNDÁ;17 anos                       ;FEMININO;ENSINO MÉDIO COMPLETO;1;2;0,4;3;5;2025-04-30 07:09:09
AM;NHAMUNDÁ;17 anos                       ;FEMININO;ENSINO MÉDIO INCOMPLETO;1;100;0,9009;11;111;2025-04-30 07:09:09
AM;NHAMUNDÁ;17 anos                       ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;1;4;0,8;1;5;2025-04-30 07:09:09
AM;NHAMUNDÁ;17 anos                       ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;1;7;0,7;3;10;2025-04-30 07:09:09
AM;NHAMUNDÁ;17 anos                       ;MASCULINO;ENSINO MÉDIO COMPLETO;1;3;1;0;3;2025-04-30 07:09:09
AM;NHAMUNDÁ;17 anos                       ;MASCULINO;ENSINO MÉDIO INCOMPLETO;1;88;0,898;10;98;2025-04-30 07:09:09
AM;NHAMUNDÁ;18 anos                       ;FEMININO;ANALFABETO;1;1;1;0;1;2025-04-30 07:09:09
AM;NHAMUNDÁ;18 anos                       ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;1;2;0,6667;1;3;2025-04-30 07:09:09
AM;NHAMUNDÁ;18 anos                       ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;1;8;0,6154;5;13;2025-04-30 07:09:09
AM;NHAMUNDÁ;18 anos                       ;FEMININO;ENSINO MÉDIO COMPLETO;1;29;0,6591;15;44;2025-04-30 07:09:09
AM;NHAMUNDÁ;18 anos                       ;FEMININO;ENSINO MÉDIO INCOMPLETO;1;72;0,72;28;100;2025-04-30 07:09:09
AM;NHAMUNDÁ;18 anos                       ;FEMININO;LÊ E ESCREVE;1;1;1;0;1;2025-04-30 07:09:09
AM;NHAMUNDÁ;18 anos                       ;FEMININO;SUPERIOR INCOMPLETO;1;0;0;3;3;2025-04-30 07:09:09
AM;NHAMUNDÁ;18 anos                       ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;1;2;0,6667;1;3;2025-04-30 07:09:09
AM;NHAMUNDÁ;18 anos                       ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;1;24;0,8276;5;29;2025-04-30 07:09:09
AM;NHAMUNDÁ;18 anos                       ;MASCULINO;ENSINO MÉDIO COMPLETO;1;34;0,8293;7;41;2025-04-30 07:09:09
AM;NHAMUNDÁ;18 anos                       ;MASCULINO;ENSINO MÉDIO INCOMPLETO;1;89;0,8318;18;107;2025-04-30 07:09:09
AM;NHAMUNDÁ;18 anos                       ;MASCULINO;LÊ E ESCREVE;1;0;0;1;1;2025-04-30 07:09:09
AM;NHAMUNDÁ;18 anos                       ;MASCULINO;SUPERIOR INCOMPLETO;1;2;1;0;2;2025-04-30 07:09:09
AM;NHAMUNDÁ;19 anos                       ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;1;2;0,6667;1;3;2025-04-30 07:09:09
AM;NHAMUNDÁ;19 anos                       ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;1;19;0,95;1;20;2025-04-30 07:09:09
AM;NHAMUNDÁ;19 anos                       ;FEMININO;ENSINO MÉDIO COMPLETO;1;51;0,7083;21;72;2025-04-30 07:09:09
AM;NHAMUNDÁ;19 anos                       ;FEMININO;ENSINO MÉDIO INCOMPLETO;1;63;0,7241;24;87;2025-04-30 07:09:09
AM;NHAMUNDÁ;19 anos                       ;FEMININO;SUPERIOR INCOMPLETO;1;5;0,5556;4;9;2025-04-30 07:09:09
AM;NHAMUNDÁ;19 anos                       ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;1;4;0,8;1;5;2025-04-30 07:09:09
AM;NHAMUNDÁ;19 anos                       ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;1;20;0,9524;1;21;2025-04-30 07:09:09
AM;NHAMUNDÁ;19 anos                       ;MASCULINO;ENSINO MÉDIO COMPLETO;1;38;0,7755;11;49;2025-04-30 07:09:09
AM;NHAMUNDÁ;19 anos                       ;MASCULINO;ENSINO MÉDIO INCOMPLETO;1;72;0,72;28;100;2025-04-30 07:09:09
AM;NHAMUNDÁ;19 anos                       ;MASCULINO;SUPERIOR INCOMPLETO;1;3;0,4286;4;7;2025-04-30 07:09:09
AM;NHAMUNDÁ;20 anos                       ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;1;4;0,6667;2;6;2025-04-30 07:09:09
AM;NHAMUNDÁ;20 anos                       ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;1;22;0,7857;6;28;2025-04-30 07:09:09
AM;NHAMUNDÁ;20 anos                       ;FEMININO;ENSINO MÉDIO COMPLETO;1;55;0,7237;21;76;2025-04-30 07:09:09
AM;NHAMUNDÁ;20 anos                       ;FEMININO;ENSINO MÉDIO INCOMPLETO;1;39;0,6842;18;57;2025-04-30 07:09:09
AM;NHAMUNDÁ;20 anos                       ;FEMININO;SUPERIOR INCOMPLETO;1;3;0,375;5;8;2025-04-30 07:09:09
AM;NHAMUNDÁ;20 anos                       ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;1;2;1;0;2;2025-04-30 07:09:09
AM;NHAMUNDÁ;20 anos                       ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;1;21;0,7241;8;29;2025-04-30 07:09:09
AM;NHAMUNDÁ;20 anos                       ;MASCULINO;ENSINO MÉDIO COMPLETO;1;46;0,7797;13;59;2025-04-30 07:09:09
AM;NHAMUNDÁ;20 anos                       ;MASCULINO;ENSINO MÉDIO INCOMPLETO;1;52;0,6265;31;83;2025-04-30 07:09:09
AM;NHAMUNDÁ;20 anos                       ;MASCULINO;LÊ E ESCREVE;1;1;1;0;1;2025-04-30 07:09:09
AM;NHAMUNDÁ;20 anos                       ;MASCULINO;SUPERIOR INCOMPLETO;1;2;0,5;2;4;2025-04-30 07:09:09
AM;NHAMUNDÁ;21 a 24 anos                  ;FEMININO;ANALFABETO;1;2;0,6667;1;3;2025-04-30 07:09:09
AM;NHAMUNDÁ;21 a 24 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;1;26;0,6047;17;43;2025-04-30 07:09:09
AM;NHAMUNDÁ;21 a 24 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;1;77;0,828;16;93;2025-04-30 07:09:09
AM;NHAMUNDÁ;21 a 24 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;1;257;0,7788;73;330;2025-04-30 07:09:09
AM;NHAMUNDÁ;21 a 24 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;1;148;0,7014;63;211;2025-04-30 07:09:09
AM;NHAMUNDÁ;21 a 24 anos                  ;FEMININO;LÊ E ESCREVE;1;6;0,8571;1;7;2025-04-30 07:09:09
AM;NHAMUNDÁ;21 a 24 anos                  ;FEMININO;SUPERIOR COMPLETO;1;7;0,5385;6;13;2025-04-30 07:09:09
AM;NHAMUNDÁ;21 a 24 anos                  ;FEMININO;SUPERIOR INCOMPLETO;1;28;0,8;7;35;2025-04-30 07:09:09
AM;NHAMUNDÁ;21 a 24 anos                  ;MASCULINO;ANALFABETO;1;2;1;0;2;2025-04-30 07:09:09
AM;NHAMUNDÁ;21 a 24 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;1;29;0,6042;19;48;2025-04-30 07:09:09
AM;NHAMUNDÁ;21 a 24 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;1;67;0,6634;34;101;2025-04-30 07:09:09
AM;NHAMUNDÁ;21 a 24 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;1;228;0,7835;63;291;2025-04-30 07:09:09
AM;NHAMUNDÁ;21 a 24 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;1;141;0,6295;83;224;2025-04-30 07:09:09
AM;NHAMUNDÁ;21 a 24 anos                  ;MASCULINO;LÊ E ESCREVE;1;3;0,75;1;4;2025-04-30 07:09:09
AM;NHAMUNDÁ;21 a 24 anos                  ;MASCULINO;SUPERIOR COMPLETO;1;12;0,6667;6;18;2025-04-30 07:09:09
AM;NHAMUNDÁ;21 a 24 anos                  ;MASCULINO;SUPERIOR INCOMPLETO;1;22;0,7097;9;31;2025-04-30 07:09:09
AM;NHAMUNDÁ;25 a 29 anos                  ;FEMININO;ANALFABETO;1;4;0,8;1;5;2025-04-30 07:09:09
AM;NHAMUNDÁ;25 a 29 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;1;46;0,6389;26;72;2025-04-30 07:09:09
AM;NHAMUNDÁ;25 a 29 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;1;141;0,8198;31;172;2025-04-30 07:09:09
AM;NHAMUNDÁ;25 a 29 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;1;287;0,8177;64;351;2025-04-30 07:09:09
AM;NHAMUNDÁ;25 a 29 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;1;93;0,6039;61;154;2025-04-30 07:09:09
AM;NHAMUNDÁ;25 a 29 anos                  ;FEMININO;LÊ E ESCREVE;1;17;0,7083;7;24;2025-04-30 07:09:09
AM;NHAMUNDÁ;25 a 29 anos                  ;FEMININO;SUPERIOR COMPLETO;1;26;0,8966;3;29;2025-04-30 07:09:09
AM;NHAMUNDÁ;25 a 29 anos                  ;FEMININO;SUPERIOR INCOMPLETO;1;10;0,7692;3;13;2025-04-30 07:09:09
AM;NHAMUNDÁ;25 a 29 anos                  ;MASCULINO;ANALFABETO;1;4;0,6667;2;6;2025-04-30 07:09:09
AM;NHAMUNDÁ;25 a 29 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;1;43;0,589;30;73;2025-04-30 07:09:09
AM;NHAMUNDÁ;25 a 29 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;1;164;0,7289;61;225;2025-04-30 07:09:09
AM;NHAMUNDÁ;25 a 29 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;1;240;0,7921;63;303;2025-04-30 07:09:09
AM;NHAMUNDÁ;25 a 29 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;1;108;0,6102;69;177;2025-04-30 07:09:09
AM;NHAMUNDÁ;25 a 29 anos                  ;MASCULINO;LÊ E ESCREVE;1;14;0,7368;5;19;2025-04-30 07:09:09
AM;NHAMUNDÁ;25 a 29 anos                  ;MASCULINO;SUPERIOR COMPLETO;1;26;0,7429;9;35;2025-04-30 07:09:09
AM;NHAMUNDÁ;25 a 29 anos                  ;MASCULINO;SUPERIOR INCOMPLETO;1;8;0,5333;7;15;2025-04-30 07:09:09
AM;NHAMUNDÁ;30 a 34 anos                  ;FEMININO;ANALFABETO;1;2;0,5;2;4;2025-04-30 07:09:09
AM;NHAMUNDÁ;30 a 34 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;1;51;0,6538;27;78;2025-04-30 07:09:09
AM;NHAMUNDÁ;30 a 34 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;1;145;0,7838;40;185;2025-04-30 07:09:09
AM;NHAMUNDÁ;30 a 34 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;1;213;0,8161;48;261;2025-04-30 07:09:09
AM;NHAMUNDÁ;30 a 34 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;1;68;0,6602;35;103;2025-04-30 07:09:09
AM;NHAMUNDÁ;30 a 34 anos                  ;FEMININO;LÊ E ESCREVE;1;28;0,8235;6;34;2025-04-30 07:09:09
AM;NHAMUNDÁ;30 a 34 anos                  ;FEMININO;SUPERIOR COMPLETO;1;25;0,8333;5;30;2025-04-30 07:09:09
AM;NHAMUNDÁ;30 a 34 anos                  ;FEMININO;SUPERIOR INCOMPLETO;1;7;1;0;7;2025-04-30 07:09:09
AM;NHAMUNDÁ;30 a 34 anos                  ;MASCULINO;ANALFABETO;1;9;0,9;1;10;2025-04-30 07:09:09
AM;NHAMUNDÁ;30 a 34 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;1;67;0,6262;40;107;2025-04-30 07:09:09
AM;NHAMUNDÁ;30 a 34 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;1;205;0,6997;88;293;2025-04-30 07:09:09
AM;NHAMUNDÁ;30 a 34 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;1;176;0,8263;37;213;2025-04-30 07:09:09
AM;NHAMUNDÁ;30 a 34 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;1;66;0,5841;47;113;2025-04-30 07:09:09
AM;NHAMUNDÁ;30 a 34 anos                  ;MASCULINO;LÊ E ESCREVE;1;33;0,6471;18;51;2025-04-30 07:09:09
AM;NHAMUNDÁ;30 a 34 anos                  ;MASCULINO;SUPERIOR COMPLETO;1;18;0,6923;8;26;2025-04-30 07:09:09
AM;NHAMUNDÁ;30 a 34 anos                  ;MASCULINO;SUPERIOR INCOMPLETO;1;8;0,5;8;16;2025-04-30 07:09:09
AM;NHAMUNDÁ;35 a 39 anos                  ;FEMININO;ANALFABETO;1;10;0,7692;3;13;2025-04-30 07:09:09
AM;NHAMUNDÁ;35 a 39 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;1;26;0,7647;8;34;2025-04-30 07:09:09
AM;NHAMUNDÁ;35 a 39 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;1;156;0,8478;28;184;2025-04-30 07:09:09
AM;NHAMUNDÁ;35 a 39 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;1;181;0,8341;36;217;2025-04-30 07:09:09
AM;NHAMUNDÁ;35 a 39 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;1;36;0,6429;20;56;2025-04-30 07:09:09
AM;NHAMUNDÁ;35 a 39 anos                  ;FEMININO;LÊ E ESCREVE;1;73;0,8488;13;86;2025-04-30 07:09:09
AM;NHAMUNDÁ;35 a 39 anos                  ;FEMININO;SUPERIOR COMPLETO;1;31;0,775;9;40;2025-04-30 07:09:09
AM;NHAMUNDÁ;35 a 39 anos                  ;FEMININO;SUPERIOR INCOMPLETO;1;8;0,8;2;10;2025-04-30 07:09:09
AM;NHAMUNDÁ;35 a 39 anos                  ;MASCULINO;ANALFABETO;1;15;0,6818;7;22;2025-04-30 07:09:09
AM;NHAMUNDÁ;35 a 39 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;1;34;0,6667;17;51;2025-04-30 07:09:09
AM;NHAMUNDÁ;35 a 39 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;1;194;0,7886;52;246;2025-04-30 07:09:09
AM;NHAMUNDÁ;35 a 39 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;1;135;0,8232;29;164;2025-04-30 07:09:09
AM;NHAMUNDÁ;35 a 39 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;1;46;0,6667;23;69;2025-04-30 07:09:09
AM;NHAMUNDÁ;35 a 39 anos                  ;MASCULINO;LÊ E ESCREVE;1;99;0,7388;35;134;2025-04-30 07:09:09
AM;NHAMUNDÁ;35 a 39 anos                  ;MASCULINO;SUPERIOR COMPLETO;1;25;0,8333;5;30;2025-04-30 07:09:09
