UF;Município;Faixa etária;Gênero;Grau de instrução;Turno;Comparecimento;% comparecimento;Abstenção;Eleitorado apto;Data de carga
AM;BERURI;50 a 54 anos                  ;FEMININO;ANALFABETO;1;62;0,7561;20;82;2025-04-30 07:09:09
AM;BERURI;50 a 54 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;1;54;0,9153;5;59;2025-04-30 07:09:09
AM;BERURI;50 a 54 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;1;27;0,9;3;30;2025-04-30 07:09:09
AM;BERURI;50 a 54 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;1;5;0,8333;1;6;2025-04-30 07:09:09
AM;BERURI;50 a 54 anos                  ;FEMININO;LÊ E ESCREVE;1;82;0,8632;13;95;2025-04-30 07:09:09
AM;BERURI;50 a 54 anos                  ;FEMININO;SUPERIOR COMPLETO;1;12;0,9231;1;13;2025-04-30 07:09:09
AM;BERURI;50 a 54 anos                  ;MASCULINO;ANALFABETO;1;61;0,7262;23;84;2025-04-30 07:09:09
AM;BERURI;50 a 54 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;1;8;0,7273;3;11;2025-04-30 07:09:09
AM;BERURI;50 a 54 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;1;67;0,8481;12;79;2025-04-30 07:09:09
AM;BERURI;50 a 54 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;1;15;0,9375;1;16;2025-04-30 07:09:09
AM;BERURI;50 a 54 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;1;10;0,9091;1;11;2025-04-30 07:09:09
AM;BERURI;50 a 54 anos                  ;MASCULINO;LÊ E ESCREVE;1;105;0,8468;19;124;2025-04-30 07:09:09
AM;BERURI;50 a 54 anos                  ;MASCULINO;SUPERIOR COMPLETO;1;6;1;0;6;2025-04-30 07:09:09
AM;BERURI;50 a 54 anos                  ;MASCULINO;SUPERIOR INCOMPLETO;1;3;1;0;3;2025-04-30 07:09:09
AM;BERURI;55 a 59 anos                  ;FEMININO;ANALFABETO;1;67;0,7791;19;86;2025-04-30 07:09:09
AM;BERURI;55 a 59 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;1;2;1;0;2;2025-04-30 07:09:09
AM;BERURI;55 a 59 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;1;50;0,8929;6;56;2025-04-30 07:09:09
AM;BERURI;55 a 59 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;1;18;0,9474;1;19;2025-04-30 07:09:09
AM;BERURI;55 a 59 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;1;3;0,75;1;4;2025-04-30 07:09:09
AM;BERURI;55 a 59 anos                  ;FEMININO;LÊ E ESCREVE;1;72;0,8276;15;87;2025-04-30 07:09:09
AM;BERURI;55 a 59 anos                  ;FEMININO;SUPERIOR COMPLETO;1;7;0,875;1;8;2025-04-30 07:09:09
AM;BERURI;55 a 59 anos                  ;FEMININO;SUPERIOR INCOMPLETO;1;0;0;1;1;2025-04-30 07:09:09
AM;BERURI;55 a 59 anos                  ;MASCULINO;ANALFABETO;1;47;0,6714;23;70;2025-04-30 07:09:09
AM;BERURI;55 a 59 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;1;3;0,6;2;5;2025-04-30 07:09:09
AM;BERURI;55 a 59 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;1;51;0,8644;8;59;2025-04-30 07:09:09
AM;BERURI;55 a 59 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;1;14;0,9333;1;15;2025-04-30 07:09:09
AM;BERURI;55 a 59 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;1;3;1;0;3;2025-04-30 07:09:09
AM;BERURI;55 a 59 anos                  ;MASCULINO;LÊ E ESCREVE;1;92;0,844;17;109;2025-04-30 07:09:09
AM;BERURI;55 a 59 anos                  ;MASCULINO;SUPERIOR COMPLETO;1;4;1;0;4;2025-04-30 07:09:09
AM;BERURI;60 a 64 anos                  ;FEMININO;ANALFABETO;1;42;0,5676;32;74;2025-04-30 07:09:09
AM;BERURI;60 a 64 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;1;3;1;0;3;2025-04-30 07:09:09
AM;BERURI;60 a 64 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;1;21;0,84;4;25;2025-04-30 07:09:09
AM;BERURI;60 a 64 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;1;4;1;0;4;2025-04-30 07:09:09
AM;BERURI;60 a 64 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;1;1;1;0;1;2025-04-30 07:09:09
AM;BERURI;60 a 64 anos                  ;FEMININO;LÊ E ESCREVE;1;51;0,8226;11;62;2025-04-30 07:09:09
AM;BERURI;60 a 64 anos                  ;FEMININO;SUPERIOR COMPLETO;1;6;1;0;6;2025-04-30 07:09:09
AM;BERURI;60 a 64 anos                  ;MASCULINO;ANALFABETO;1;56;0,6667;28;84;2025-04-30 07:09:09
AM;BERURI;60 a 64 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;1;8;1;0;8;2025-04-30 07:09:09
AM;BERURI;60 a 64 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;1;38;0,8261;8;46;2025-04-30 07:09:09
AM;BERURI;60 a 64 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;1;7;0,875;1;8;2025-04-30 07:09:09
AM;BERURI;60 a 64 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;1;2;1;0;2;2025-04-30 07:09:09
AM;BERURI;60 a 64 anos                  ;MASCULINO;LÊ E ESCREVE;1;71;0,7634;22;93;2025-04-30 07:09:09
AM;BERURI;60 a 64 anos                  ;MASCULINO;SUPERIOR COMPLETO;1;3;1;0;3;2025-04-30 07:09:09
AM;BERURI;65 a 69 anos                  ;FEMININO;ANALFABETO;1;31;0,4189;43;74;2025-04-30 07:09:09
AM;BERURI;65 a 69 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;1;13;0,7647;4;17;2025-04-30 07:09:09
AM;BERURI;65 a 69 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;1;5;1;0;5;2025-04-30 07:09:09
AM;BERURI;65 a 69 anos                  ;FEMININO;LÊ E ESCREVE;1;40;0,8;10;50;2025-04-30 07:09:09
AM;BERURI;65 a 69 anos                  ;FEMININO;SUPERIOR COMPLETO;1;1;1;0;1;2025-04-30 07:09:09
AM;BERURI;65 a 69 anos                  ;MASCULINO;ANALFABETO;1;50;0,6098;32;82;2025-04-30 07:09:09
AM;BERURI;65 a 69 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;1;3;1;0;3;2025-04-30 07:09:09
AM;BERURI;65 a 69 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;1;16;0,7273;6;22;2025-04-30 07:09:09
AM;BERURI;65 a 69 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;1;1;1;0;1;2025-04-30 07:09:09
AM;BERURI;65 a 69 anos                  ;MASCULINO;LÊ E ESCREVE;1;52;0,7027;22;74;2025-04-30 07:09:09
AM;BERURI;65 a 69 anos                  ;MASCULINO;SUPERIOR COMPLETO;1;0;0;1;1;2025-04-30 07:09:09
AM;BERURI;65 a 69 anos                  ;MASCULINO;SUPERIOR INCOMPLETO;1;1;1;0;1;2025-04-30 07:09:09
AM;BERURI;70 a 74 anos                  ;FEMININO;ANALFABETO;1;24;0,4528;29;53;2025-04-30 07:09:09
AM;BERURI;70 a 74 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;1;0;0;1;1;2025-04-30 07:09:09
AM;BERURI;70 a 74 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;1;2;0,3333;4;6;2025-04-30 07:09:09
AM;BERURI;70 a 74 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;1;1;1;0;1;2025-04-30 07:09:09
AM;BERURI;70 a 74 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;1;1;1;0;1;2025-04-30 07:09:09
AM;BERURI;70 a 74 anos                  ;FEMININO;LÊ E ESCREVE;1;14;0,4375;18;32;2025-04-30 07:09:09
AM;BERURI;70 a 74 anos                  ;FEMININO;SUPERIOR COMPLETO;1;1;1;0;1;2025-04-30 07:09:09
AM;BERURI;70 a 74 anos                  ;MASCULINO;ANALFABETO;1;17;0,2881;42;59;2025-04-30 07:09:09
AM;BERURI;70 a 74 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;1;2;0,6667;1;3;2025-04-30 07:09:09
AM;BERURI;70 a 74 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;1;7;0,7;3;10;2025-04-30 07:09:09
AM;BERURI;70 a 74 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;1;0;0;1;1;2025-04-30 07:09:09
AM;BERURI;70 a 74 anos                  ;MASCULINO;LÊ E ESCREVE;1;22;0,4889;23;45;2025-04-30 07:09:09
AM;BERURI;75 a 79 anos                  ;FEMININO;ANALFABETO;1;8;0,1481;46;54;2025-04-30 07:09:09
AM;BERURI;75 a 79 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;1;0;0;1;1;2025-04-30 07:09:09
AM;BERURI;75 a 79 anos                  ;FEMININO;LÊ E ESCREVE;1;8;0,3636;14;22;2025-04-30 07:09:09
AM;BERURI;75 a 79 anos                  ;MASCULINO;ANALFABETO;1;20;0,2899;49;69;2025-04-30 07:09:09
AM;BERURI;75 a 79 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;1;0;0;1;1;2025-04-30 07:09:09
AM;BERURI;75 a 79 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;1;1;0,5;1;2;2025-04-30 07:09:09
AM;BERURI;75 a 79 anos                  ;MASCULINO;LÊ E ESCREVE;1;25;0,4902;26;51;2025-04-30 07:09:09
AM;BERURI;80 a 84 anos                  ;FEMININO;ANALFABETO;1;3;0,0811;34;37;2025-04-30 07:09:09
AM;BERURI;80 a 84 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;1;1;1;0;1;2025-04-30 07:09:09
AM;BERURI;80 a 84 anos                  ;FEMININO;LÊ E ESCREVE;1;4;0,1905;17;21;2025-04-30 07:09:09
AM;BERURI;80 a 84 anos                  ;MASCULINO;ANALFABETO;1;4;0,0889;41;45;2025-04-30 07:09:09
AM;BERURI;80 a 84 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;1;1;0,5;1;2;2025-04-30 07:09:09
AM;BERURI;80 a 84 anos                  ;MASCULINO;LÊ E ESCREVE;1;6;0,1935;25;31;2025-04-30 07:09:09
AM;BERURI;85 a 89 anos                  ;FEMININO;ANALFABETO;1;3;0,1154;23;26;2025-04-30 07:09:09
AM;BERURI;85 a 89 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;1;1;0,3333;2;3;2025-04-30 07:09:09
AM;BERURI;85 a 89 anos                  ;FEMININO;LÊ E ESCREVE;1;0;0;8;8;2025-04-30 07:09:09
AM;BERURI;85 a 89 anos                  ;MASCULINO;ANALFABETO;1;0;0;43;43;2025-04-30 07:09:09
AM;BERURI;85 a 89 anos                  ;MASCULINO;LÊ E ESCREVE;1;0;0;19;19;2025-04-30 07:09:09
AM;BERURI;90 a 94 anos                  ;FEMININO;ANALFABETO;1;1;0,0526;18;19;2025-04-30 07:09:09
AM;BERURI;90 a 94 anos                  ;FEMININO;LÊ E ESCREVE;1;0;0;6;6;2025-04-30 07:09:09
AM;BERURI;90 a 94 anos                  ;MASCULINO;ANALFABETO;1;2;0,1333;13;15;2025-04-30 07:09:09
AM;BERURI;90 a 94 anos                  ;MASCULINO;LÊ E ESCREVE;1;0;0;15;15;2025-04-30 07:09:09
AM;BERURI;95 a 99 anos                  ;FEMININO;ANALFABETO;1;0;0;8;8;2025-04-30 07:09:09
AM;BERURI;95 a 99 anos                  ;FEMININO;LÊ E ESCREVE;1;0;0;7;7;2025-04-30 07:09:09
AM;BERURI;95 a 99 anos                  ;MASCULINO;ANALFABETO;1;0;0;11;11;2025-04-30 07:09:09
AM;BERURI;95 a 99 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;1;0;0;1;1;2025-04-30 07:09:09
AM;BERURI;95 a 99 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;1;0;0;1;1;2025-04-30 07:09:09
AM;BERURI;95 a 99 anos                  ;MASCULINO;LÊ E ESCREVE;1;0;0;9;9;2025-04-30 07:09:09
AM;BERURI;Inválido                      ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;1;1;1;0;1;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;100 anos ou mais              ;FEMININO;ANALFABETO;1;0;0;10;10;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;100 anos ou mais              ;FEMININO;LÊ E ESCREVE;1;0;0;4;4;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;100 anos ou mais              ;MASCULINO;ANALFABETO;1;0;0;2;2;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;100 anos ou mais              ;MASCULINO;LÊ E ESCREVE;1;0;0;10;10;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;16 anos                       ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;1;3;1;0;3;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;16 anos                       ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;1;10;0,9091;1;11;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;16 anos                       ;FEMININO;ENSINO MÉDIO COMPLETO;1;1;1;0;1;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;16 anos                       ;FEMININO;ENSINO MÉDIO INCOMPLETO;1;40;0,9302;3;43;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;16 anos                       ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;1;1;1;0;1;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;16 anos                       ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;1;8;0,8889;1;9;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;16 anos                       ;MASCULINO;ENSINO MÉDIO COMPLETO;1;3;1;0;3;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;16 anos                       ;MASCULINO;ENSINO MÉDIO INCOMPLETO;1;36;0,973;1;37;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;17 anos                       ;FEMININO;ANALFABETO;1;3;1;0;3;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;17 anos                       ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;1;6;0,8571;1;7;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;17 anos                       ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;1;9;0,6429;5;14;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;17 anos                       ;FEMININO;ENSINO MÉDIO COMPLETO;1;8;0,5714;6;14;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;17 anos                       ;FEMININO;ENSINO MÉDIO INCOMPLETO;1;90;0,9;10;100;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;17 anos                       ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;1;5;1;0;5;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;17 anos                       ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;1;17;0,85;3;20;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;17 anos                       ;MASCULINO;ENSINO MÉDIO COMPLETO;1;3;1;0;3;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;17 anos                       ;MASCULINO;ENSINO MÉDIO INCOMPLETO;1;65;0,9155;6;71;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;18 anos                       ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;1;7;0,875;1;8;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;18 anos                       ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;1;17;0,7391;6;23;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;18 anos                       ;FEMININO;ENSINO MÉDIO COMPLETO;1;34;0,8293;7;41;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;18 anos                       ;FEMININO;ENSINO MÉDIO INCOMPLETO;1;77;0,7938;20;97;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;18 anos                       ;FEMININO;SUPERIOR INCOMPLETO;1;0;0;1;1;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;18 anos                       ;MASCULINO;ANALFABETO;1;1;1;0;1;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;18 anos                       ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;1;15;0,9375;1;16;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;18 anos                       ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;1;23;0,697;10;33;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;18 anos                       ;MASCULINO;ENSINO MÉDIO COMPLETO;1;34;0,7727;10;44;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;18 anos                       ;MASCULINO;ENSINO MÉDIO INCOMPLETO;1;79;0,9186;7;86;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;19 anos                       ;FEMININO;ANALFABETO;1;1;1;0;1;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;19 anos                       ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;1;10;0,625;6;16;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;19 anos                       ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;1;26;0,7879;7;33;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;19 anos                       ;FEMININO;ENSINO MÉDIO COMPLETO;1;43;0,7167;17;60;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;19 anos                       ;FEMININO;ENSINO MÉDIO INCOMPLETO;1;55;0,7237;21;76;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;19 anos                       ;FEMININO;SUPERIOR INCOMPLETO;1;5;0,7143;2;7;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;19 anos                       ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;1;7;0,4667;8;15;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;19 anos                       ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;1;28;0,6829;13;41;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;19 anos                       ;MASCULINO;ENSINO MÉDIO COMPLETO;1;40;0,8889;5;45;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;19 anos                       ;MASCULINO;ENSINO MÉDIO INCOMPLETO;1;55;0,8088;13;68;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;19 anos                       ;MASCULINO;LÊ E ESCREVE;1;1;1;0;1;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;19 anos                       ;MASCULINO;SUPERIOR INCOMPLETO;1;2;0,4;3;5;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;20 anos                       ;FEMININO;ANALFABETO;1;1;1;0;1;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;20 anos                       ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;1;7;0,5833;5;12;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;20 anos                       ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;1;10;0,4762;11;21;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;20 anos                       ;FEMININO;ENSINO MÉDIO COMPLETO;1;51;0,7846;14;65;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;20 anos                       ;FEMININO;ENSINO MÉDIO INCOMPLETO;1;28;0,6512;15;43;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;20 anos                       ;FEMININO;SUPERIOR INCOMPLETO;1;1;0,25;3;4;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;20 anos                       ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;1;3;0,4286;4;7;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;20 anos                       ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;1;19;0,7308;7;26;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;20 anos                       ;MASCULINO;ENSINO MÉDIO COMPLETO;1;48;0,8421;9;57;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;20 anos                       ;MASCULINO;ENSINO MÉDIO INCOMPLETO;1;42;0,84;8;50;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;20 anos                       ;MASCULINO;SUPERIOR COMPLETO;1;1;1;0;1;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;20 anos                       ;MASCULINO;SUPERIOR INCOMPLETO;1;2;1;0;2;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;21 a 24 anos                  ;FEMININO;ANALFABETO;1;2;1;0;2;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;21 a 24 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;1;23;0,7667;7;30;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;21 a 24 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;1;69;0,6699;34;103;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;21 a 24 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;1;194;0,8546;33;227;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;21 a 24 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;1;119;0,6919;53;172;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;21 a 24 anos                  ;FEMININO;LÊ E ESCREVE;1;3;0,5;3;6;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;21 a 24 anos                  ;FEMININO;SUPERIOR COMPLETO;1;6;0,75;2;8;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;21 a 24 anos                  ;FEMININO;SUPERIOR INCOMPLETO;1;21;0,6563;11;32;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;21 a 24 anos                  ;MASCULINO;ANALFABETO;1;3;0,5;3;6;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;21 a 24 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;1;22;0,8462;4;26;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;21 a 24 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;1;98;0,6282;58;156;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;21 a 24 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;1;205;0,8723;30;235;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;21 a 24 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;1;122;0,6667;61;183;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;21 a 24 anos                  ;MASCULINO;LÊ E ESCREVE;1;2;0,2857;5;7;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;21 a 24 anos                  ;MASCULINO;SUPERIOR COMPLETO;1;6;0,8571;1;7;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;21 a 24 anos                  ;MASCULINO;SUPERIOR INCOMPLETO;1;11;0,9167;1;12;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;25 a 29 anos                  ;FEMININO;ANALFABETO;1;3;0,75;1;4;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;25 a 29 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;1;27;0,675;13;40;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;25 a 29 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;1;134;0,6907;60;194;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;25 a 29 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;1;200;0,813;46;246;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;25 a 29 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;1;94;0,6351;54;148;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;25 a 29 anos                  ;FEMININO;LÊ E ESCREVE;1;5;0,7143;2;7;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;25 a 29 anos                  ;FEMININO;SUPERIOR COMPLETO;1;20;0,7692;6;26;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;25 a 29 anos                  ;FEMININO;SUPERIOR INCOMPLETO;1;18;0,75;6;24;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;25 a 29 anos                  ;MASCULINO;ANALFABETO;1;8;0,7273;3;11;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;25 a 29 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;1;25;0,641;14;39;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;25 a 29 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;1;184;0,6595;95;279;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;25 a 29 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;1;189;0,8873;24;213;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;25 a 29 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;1;93;0,6643;47;140;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;25 a 29 anos                  ;MASCULINO;LÊ E ESCREVE;1;7;0,5;7;14;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;25 a 29 anos                  ;MASCULINO;SUPERIOR COMPLETO;1;14;0,8235;3;17;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;25 a 29 anos                  ;MASCULINO;SUPERIOR INCOMPLETO;1;11;0,9167;1;12;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;30 a 34 anos                  ;FEMININO;ANALFABETO;1;7;0,5833;5;12;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;30 a 34 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;1;34;0,7391;12;46;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;30 a 34 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;1;152;0,7755;44;196;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;30 a 34 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;1;172;0,8515;30;202;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;30 a 34 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;1;55;0,6875;25;80;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;30 a 34 anos                  ;FEMININO;LÊ E ESCREVE;1;21;0,7;9;30;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;30 a 34 anos                  ;FEMININO;SUPERIOR COMPLETO;1;30;0,8333;6;36;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;30 a 34 anos                  ;FEMININO;SUPERIOR INCOMPLETO;1;14;0,7368;5;19;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;30 a 34 anos                  ;MASCULINO;ANALFABETO;1;8;0,7273;3;11;2025-04-30 07:09:09
AM;BOA VISTA DO RAMOS;30 a 34 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;1;23;0,6765;11;34;2025-04-30 07:09:09
