"DT_GERACAO";"HH_GERACAO";"ANO_ELEICAO";"CD_TIPO_ELEICAO";"NM_TIPO_ELEICAO";"NR_TURNO";"CD_ELEICAO";"DS_ELEICAO";"DT_ELEICAO";"SG_UF";"SG_UE";"NM_UE";"CD_CARGO";"DS_CARGO";"TP_AGREMIACAO";"NR_PARTIDO";"SG_PARTIDO";"NM_PARTIDO";"NR_FEDERACAO";"NM_FEDERACAO";"SG_FEDERACAO";"DS_COMPOSICAO_FEDERACAO";"SQ_COLIGACAO";"NM_COLIGACAO";"DS_COMPOSICAO_COLIGACAO";"CD_SITUACAO_LEGENDA";"DS_SITUACAO";"NM_TIPO_DESTINACAO_VOTOS"
"26/08/2026";"03:16:16";2022;2;"ELEIÇÃO ORDINÁRIA";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"AM";"AM";"AMAZONAS";4;"VICE-GOVERNADOR";"COLIGAÇÃO";33;"PMN";"PARTIDO DA MOBILIZAÇÃO NACIONAL";-1;"#NULO";"#NULO";"#NULO";40001682178;"AQUI É TRABALHO";"REPUBLICANOS / PP / PTB / PSC / PL / PRTB / PMN / UNIÃO / PATRIOTA / AVANTE";"D";"DEFERIDO";"#NE"
"26/08/2026";"03:16:16";2022;2;"ELEIÇÃO ORDINÁRIA";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"AM";"AM";"AMAZONAS";6;"DEPUTADO FEDERAL";"PARTIDO ISOLADO";15;"MDB";"MOVIMENTO DEMOCRÁTICO BRASILEIRO";-1;"#NULO";"#NULO";"#NULO";40001681428;"#NULO";"MDB";"D";"DEFERIDO";"Válido (legenda)"
"26/08/2026";"03:16:16";2022;2;"ELEIÇÃO ORDINÁRIA";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"AM";"AM";"AMAZONAS";9;"1º SUPLENTE";"COLIGAÇÃO";51;"PATRIOTA";"PATRIOTA";-1;"#NULO";"#NULO";"#NULO";40001683086;"AQUI É TRABALHO";"REPUBLICANOS / PP / PSC / PL / PTB / PRTB / PMN / UNIÃO / PATRIOTA";"D";"DEFERIDO";"#NE"
"26/08/2026";"03:16:16";2022;2;"ELEIÇÃO ORDINÁRIA";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"AM";"AM";"AMAZONAS";10;"2º SUPLENTE";"FEDERAÇÃO";18;"REDE";"REDE SUSTENTABILIDADE";3;"Federação PSOL REDE";"PSOL/REDE";"PSOL/REDE";40001685308;"#NULO";"Federação PSOL REDE (PSOL / REDE)";"D";"DEFERIDO";"#NE"
"26/08/2026";"03:16:16";2022;2;"ELEIÇÃO ORDINÁRIA";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"AM";"AM";"AMAZONAS";5;"SENADOR";"FEDERAÇÃO";45;"PSDB";"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA";1;"Federação PSDB Cidadania";"PSDB/CIDADANIA";"PSDB/CIDADANIA";40001685799;"#NULO";"Federação PSDB Cidadania (PSDB / CIDADANIA)";"D";"DEFERIDO";"#NE"
"26/08/2026";"03:16:16";2022;2;"ELEIÇÃO ORDINÁRIA";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"AM";"AM";"AMAZONAS";5;"SENADOR";"COLIGAÇÃO";22;"PL";"PARTIDO LIBERAL";-1;"#NULO";"#NULO";"#NULO";40001683086;"AQUI É TRABALHO";"REPUBLICANOS / PP / PSC / PL / PTB / PRTB / PMN / UNIÃO / PATRIOTA";"D";"DEFERIDO";"#NE"
"26/08/2026";"03:16:16";2022;2;"ELEIÇÃO ORDINÁRIA";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"AM";"AM";"AMAZONAS";6;"DEPUTADO FEDERAL";"PARTIDO ISOLADO";90;"PROS";"PARTIDO REPUBLICANO DA ORDEM SOCIAL";-1;"#NULO";"#NULO";"#NULO";40001685312;"#NULO";"PROS";"IN";"INDEFERIDO";"Válido (legenda)"
"26/08/2026";"03:16:16";2022;2;"ELEIÇÃO ORDINÁRIA";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"AM";"AM";"AMAZONAS";4;"VICE-GOVERNADOR";"COLIGAÇÃO";14;"PTB";"PARTIDO TRABALHISTA BRASILEIRO";-1;"#NULO";"#NULO";"#NULO";40001682178;"AQUI É TRABALHO";"REPUBLICANOS / PP / PTB / PSC / PL / PRTB / PMN / UNIÃO / PATRIOTA / AVANTE";"D";"DEFERIDO";"#NE"
"26/08/2026";"03:16:16";2022;2;"ELEIÇÃO ORDINÁRIA";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"AM";"AM";"AMAZONAS";4;"VICE-GOVERNADOR";"FEDERAÇÃO";23;"CIDADANIA";"CIDADANIA";1;"Federação PSDB Cidadania";"PSDB/CIDADANIA";"PSDB/CIDADANIA";40001685800;"#NULO";"Federação PSDB Cidadania (PSDB / CIDADANIA)";"D";"DEFERIDO";"#NE"
"26/08/2026";"03:16:16";2022;2;"ELEIÇÃO ORDINÁRIA";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"AM";"AM";"AMAZONAS";6;"DEPUTADO FEDERAL";"PARTIDO ISOLADO";10;"REPUBLICANOS";"REPUBLICANOS";-1;"#NULO";"#NULO";"#NULO";40001681432;"#NULO";"REPUBLICANOS";"D";"DEFERIDO";"Válido (legenda)"
"26/08/2026";"03:16:16";2022;2;"ELEIÇÃO ORDINÁRIA";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"AM";"AM";"AMAZONAS";7;"DEPUTADO ESTADUAL";"PARTIDO ISOLADO";36;"AGIR";"AGIR";-1;"#NULO";"#NULO";"#NULO";40001685283;"#NULO";"AGIR";"D";"DEFERIDO";"Válido (legenda)"
"26/08/2026";"03:16:16";2022;2;"ELEIÇÃO ORDINÁRIA";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"AM";"AM";"AMAZONAS";5;"SENADOR";"PARTIDO ISOLADO";70;"AVANTE";"AVANTE";-1;"#NULO";"#NULO";"#NULO";40001685841;"#NULO";"AVANTE";"IV";"INVALIDADO";"#NE"
"26/08/2026";"03:16:16";2022;2;"ELEIÇÃO ORDINÁRIA";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"AM";"AM";"AMAZONAS";6;"DEPUTADO FEDERAL";"PARTIDO ISOLADO";77;"SOLIDARIEDADE";"SOLIDARIEDADE";-1;"#NULO";"#NULO";"#NULO";40001683092;"#NULO";"SOLIDARIEDADE";"D";"DEFERIDO";"Válido (legenda)"
"26/08/2026";"03:16:16";2022;2;"ELEIÇÃO ORDINÁRIA";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"AM";"AM";"AMAZONAS";4;"VICE-GOVERNADOR";"COLIGAÇÃO";51;"PATRIOTA";"PATRIOTA";-1;"#NULO";"#NULO";"#NULO";40001682178;"AQUI É TRABALHO";"REPUBLICANOS / PP / PTB / PSC / PL / PRTB / PMN / UNIÃO / PATRIOTA / AVANTE";"D";"DEFERIDO";"#NE"
"26/08/2026";"03:16:16";2022;2;"ELEIÇÃO ORDINÁRIA";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"AM";"AM";"AMAZONAS";4;"VICE-GOVERNADOR";"PARTIDO ISOLADO";36;"AGIR";"AGIR";-1;"#NULO";"#NULO";"#NULO";40001685280;"#NULO";"AGIR";"IR";"INDEFERIDO COM RECURSO";"#NE"
"26/08/2026";"03:16:16";2022;2;"ELEIÇÃO ORDINÁRIA";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"AM";"AM";"AMAZONAS";4;"VICE-GOVERNADOR";"FEDERAÇÃO";18;"REDE";"REDE SUSTENTABILIDADE";3;"Federação PSOL REDE";"PSOL/REDE";"PSOL/REDE";40001685302;"#NULO";"Federação PSOL REDE (PSOL / REDE)";"D";"DEFERIDO";"#NE"
"26/08/2026";"03:16:16";2022;2;"ELEIÇÃO ORDINÁRIA";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"AM";"AM";"AMAZONAS";10;"2º SUPLENTE";"COLIGAÇÃO";33;"PMN";"PARTIDO DA MOBILIZAÇÃO NACIONAL";-1;"#NULO";"#NULO";"#NULO";40001683086;"AQUI É TRABALHO";"REPUBLICANOS / PP / PSC / PL / PTB / PRTB / PMN / UNIÃO / PATRIOTA";"D";"DEFERIDO";"#NE"
"26/08/2026";"03:16:16";2022;2;"ELEIÇÃO ORDINÁRIA";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"AM";"AM";"AMAZONAS";7;"DEPUTADO ESTADUAL";"PARTIDO ISOLADO";20;"PSC";"PARTIDO SOCIAL CRISTÃO";-1;"#NULO";"#NULO";"#NULO";40001682130;"#NULO";"PSC";"D";"DEFERIDO";"Válido (legenda)"
"26/08/2026";"03:16:16";2022;2;"ELEIÇÃO ORDINÁRIA";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"AM";"AM";"AMAZONAS";6;"DEPUTADO FEDERAL";"FEDERAÇÃO";23;"CIDADANIA";"CIDADANIA";1;"Federação PSDB Cidadania";"PSDB/CIDADANIA";"PSDB/CIDADANIA";40001685301;"#NULO";"Federação PSDB Cidadania (PSDB / CIDADANIA)";"D";"DEFERIDO";"Válido (legenda)"
"26/08/2026";"03:16:16";2022;2;"ELEIÇÃO ORDINÁRIA";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"AM";"AM";"AMAZONAS";4;"VICE-GOVERNADOR";"PARTIDO ISOLADO";12;"PDT";"PARTIDO DEMOCRÁTICO TRABALHISTA";-1;"#NULO";"#NULO";"#NULO";40001682102;"#NULO";"PDT";"D";"DEFERIDO";"#NE"
"26/08/2026";"03:16:16";2022;2;"ELEIÇÃO ORDINÁRIA";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"AM";"AM";"AMAZONAS";9;"1º SUPLENTE";"COLIGAÇÃO";65;"PC do B";"PARTIDO COMUNISTA DO BRASIL";2;"Federação Brasil da Esperança - FE BRASIL";"PT/PC do B/PV";"PT/PC do B/PV";40001682115;"COLIGACAO EM DEFESA DA VIDA";"Federação Brasil da Esperança - FE BRASIL (PT / PC do B / PV) / PSD / MDB";"D";"DEFERIDO";"#NE"
"26/08/2026";"03:16:16";2022;2;"ELEIÇÃO ORDINÁRIA";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"AM";"AM";"AMAZONAS";6;"DEPUTADO FEDERAL";"PARTIDO ISOLADO";40;"PSB";"PARTIDO SOCIALISTA BRASILEIRO";-1;"#NULO";"#NULO";"#NULO";40001682107;"#NULO";"PSB";"D";"DEFERIDO";"Válido (legenda)"
"26/08/2026";"03:16:16";2022;2;"ELEIÇÃO ORDINÁRIA";1;546;"Eleições Gerais Estaduais 2022";"02/10/2022";"AM";"AM";"AMAZONAS";6;"DEPUTADO FEDERAL";"PARTIDO ISOLADO";29;"PCO";"PARTIDO DA CAUSA OPERÁRIA";-1;"#NULO";"#NULO";"#NULO";40001685276;"#NULO";"PCO";"IN";"INDEFERIDO";"Nulo técnico"
