DATA (YYYY-MM-DD),HORA (UTC),"PRECIPITAÇÃO TOTAL, HORÁRIO (mm)","PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB)",PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB),PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB),RADIACAO GLOBAL (KJ/m²),"TEMPERATURA DO AR - BULBO SECO, HORARIA (°C)",TEMPERATURA DO PONTO DE ORVALHO (°C),TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C),TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C),UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%),"UMIDADE RELATIVA DO AR, HORARIA (%)","VENTO, DIREÇÃO HORARIA (gr) (° (gr))","VENTO, RAJADA MAXIMA (m/s)","VENTO, VELOCIDADE HORARIA (m/s)",Unnamed: 19
2014-10-05,13:00,0,"1008,2","1008,2","1007,3","3338,5","27,1","23,7","27,7","26,9","24,1","23,5",84,80,81,238,"3,7","1,8",
2014-10-05,14:00,0,"1008,1","1008,3","1008,1","3577,7","28,7",24,"28,7","27,1","24,2","23,5",83,76,76,233,"4,3","1,6",
2014-10-05,15:00,0,"1007,3","1008,1","1007,3","3548,9","29,2","23,5","29,8","28,5","24,2","23,5",76,71,72,238,"3,9","1,5",
2014-10-05,16:00,0,"1006,2","1007,3","1006,2","3385,9","30,7","23,5","30,7","29,2","24,6","22,8",72,65,66,215,"3,5","1,5",
2014-10-05,17:00,0,"1004,7","1006,2","1004,7",3132,"31,3","23,3","32,4","30,7","24,3","22,6",66,59,62,187,"3,7",1,
2014-10-05,18:00,0,"1003,5","1004,7","1003,5","2891,3","32,3","23,6","33,1",31,"24,1","22,2",64,56,60,213,"3,3","1,5",
2014-10-05,19:00,0,"1002,2","1003,5","1002,2","2598,3","33,3","23,1","33,5","31,9","24,1","21,7",61,52,55,142,"3,7","1,1",
2014-10-05,20:00,0,"1001,6","1002,2","1001,6","2293,6","33,3","23,5","33,6","32,2","23,7","21,7",58,50,56,168,"3,7",",8",
2014-10-05,21:00,0,"1001,3","1001,6","1001,3","1769,5","31,6","22,6","33,4","31,6","23,5","22,2",59,54,59,80,"3,9","1,8",
2014-10-05,22:00,0,"1001,8","1001,8","1001,3","990,8","29,8","23,5","31,6","29,8","23,5","22,5",69,59,69,62,"3,9",",8",
2014-10-05,23:00,0,"1002,8","1002,8","1001,8","787,3","28,8","23,6","29,8","28,7","24,1","23,5",76,69,74,51,"2,3","1,3",
2014-10-26,00:00,0,1004,1004,"1003,1",-9999,"26,6","24,8","27,1","26,4","24,8","24,4",90,86,90,252,"2,3",",4",
2014-10-26,01:00,0,"1004,8","1004,8",1004,-9999,"26,7","24,2","26,8","26,4","24,8","24,2",90,86,86,246,"2,6",1,
2014-10-26,02:00,0,"1005,8","1005,8","1004,8",-9999,"25,9","23,3",27,"25,9","24,5","23,1",87,84,86,233,"6,6","3,1",
2014-10-26,03:00,0,"1005,8",1006,"1005,8",-9999,"25,6","23,7","25,9","25,5","23,8","23,3",90,86,90,232,"6,5","2,8",
2014-10-26,04:00,0,"1004,9","1005,8","1004,9",-9999,"25,2","23,6","25,6","25,2","23,9","23,5",91,89,91,234,"6,8",2,
2014-10-26,05:00,0,"1004,1","1004,9","1004,1",-9999,"25,1","23,4","25,3",25,"23,6","23,3",91,90,90,227,"6,6","3,2",
2014-10-26,06:00,0,"1003,2","1004,1","1003,2",-9999,"25,1",22,"25,2",25,"23,5",22,91,83,83,238,"6,6","3,4",
2014-10-26,07:00,0,1003,"1003,2",1003,-9999,"24,7","22,3","25,1","24,7","22,7","21,8",88,82,87,233,"6,6","2,3",
2014-10-26,08:00,0,"1003,2","1003,2",1003,-9999,"24,8","21,9","24,8","24,6","22,6","21,6",88,83,84,236,"4,7","1,7",
2014-10-26,09:00,0,"1003,6","1003,6","1003,2",-9999,"24,3",22,"24,9","24,3","22,1","21,7",87,83,87,293,"3,8","1,1",
2014-10-26,10:00,0,"1004,5","1004,5","1003,6",-9999,"24,4","22,4","24,4","24,3","22,4",22,89,87,89,277,"3,2",",7",
2014-10-26,11:00,0,"1006,2","1006,2","1004,5",-9999,"24,8","22,2","24,9","24,2","22,6","22,2",90,85,85,121,"2,3",",7",
2014-10-26,12:00,0,"1007,2","1007,2","1006,2",-9999,"25,2","22,7","25,2","24,4","22,8","22,2",90,85,86,46,"4,1",",8",
2014-10-26,13:00,0,"1007,3","1007,5","1007,2",-9999,"25,3","22,9","25,5","25,1",23,"22,5",87,84,87,76,"2,8",1,
2014-10-26,14:00,0,"1007,1","1007,4","1007,1",-9999,"26,5","22,8","26,5","25,2","23,1","22,4",87,80,80,66,"3,8","1,2",
2014-10-26,15:00,0,"1006,5","1007,1","1006,5",-9999,"28,2","23,7","28,2","26,4","23,8","22,4",81,76,76,93,"2,9",",9",
2014-10-26,16:00,0,"1005,3","1006,5","1005,3",-9999,"27,8",23,29,"27,1","24,6","22,8",81,73,75,210,"4,2","1,6",
2014-10-26,17:00,0,"1004,2","1005,3","1004,2",-9999,"28,7","23,5","28,7","27,5",24,"22,7",79,72,74,207,"3,7","1,5",
2014-10-26,18:00,0,"1003,2","1004,2","1003,2",-9999,"29,6","22,3","30,3","28,5","23,6","21,6",75,62,65,209,"3,9","1,8",
2014-10-26,19:00,0,"1002,4","1003,2","1002,4",-9999,"29,5","22,7","30,4","29,3","22,9","21,7",67,61,67,217,"3,2","1,4",
2014-10-26,20:00,0,"1002,1","1002,5","1002,1",90,26,"20,9","30,9",26,"23,7","20,1",73,63,73,99,"6,9","2,2",
2014-10-26,21:00,0,1002,"1002,1",1002,"1619,8","26,7","21,8","27,3","25,7","21,9","20,8",77,70,75,59,"5,1","1,1",
2014-10-26,22:00,0,1002,"1002,1",1002,5220,"26,3","22,9","26,7","26,3","22,9","21,7",82,74,82,90,"2,5",",8",
2014-10-26,23:00,0,"1002,8","1002,8",1002,1620,"26,1","23,3","26,4","26,1","23,4","22,9",85,82,85,71,"2,8",",7",
