DATA (YYYY-MM-DD),HORA (UTC),"PRECIPITAÇÃO TOTAL, HORÁRIO (mm)","PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB)",PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB),PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB),RADIACAO GLOBAL (KJ/m²),"TEMPERATURA DO AR - BULBO SECO, HORARIA (°C)",TEMPERATURA DO PONTO DE ORVALHO (°C),TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C),TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C),UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%),"UMIDADE RELATIVA DO AR, HORARIA (%)","VENTO, DIREÇÃO HORARIA (gr) (° (gr))","VENTO, RAJADA MAXIMA (m/s)","VENTO, VELOCIDADE HORARIA (m/s)",Unnamed: 19
2014-10-05,00:00,0,"1004,5","1004,5","1003,7","1067,6","25,4","23,5","26,3","25,4","23,9","23,4",89,85,89,51,0,0,
2014-10-05,01:00,0,"1005,3","1005,3","1004,5","1163,5","25,4","23,6","25,5","25,3","23,7","23,5",91,89,90,40,0,0,
2014-10-05,02:00,0,1006,1006,"1005,3","1306,8","25,7","23,9","25,7","25,4","23,9","23,7",90,90,90,314,0,0,
2014-10-05,03:00,0,"1006,3","1006,4",1006,"1419,6","25,1","23,2","25,7","25,1","23,8","23,1",91,88,89,19,0,0,
2014-10-05,04:00,0,"1005,6","1006,3","1005,6","1479,7",26,"22,9","26,2","24,9","23,5","22,6",91,80,83,336,",2",0,
2014-10-05,05:00,0,"1004,7","1005,6","1004,7","1606,4","26,2","23,9","26,3","25,2",24,"22,9",89,83,87,252,",3",0,
2014-10-05,06:00,0,"1004,5","1004,8","1004,5","1864,6","26,1","24,5","26,3","26,1","24,6","23,8",91,87,91,254,"3,7",1,
2014-10-05,07:00,0,"1004,3","1004,6","1004,3","2021,8","25,9","24,4","26,3","25,8","24,5","24,1",92,89,92,229,"4,5","2,4",
2014-10-05,08:00,0,"1004,8","1004,8","1004,3","2103,6","25,6","24,1","25,9","25,6","24,5","24,1",92,91,91,225,"4,5",",9",
2014-10-05,09:00,0,"1005,2","1005,2","1004,7","2221,8","25,7",24,"25,7","25,6","24,2","23,9",92,90,90,228,"2,6",",9",
2014-10-05,10:00,0,"1005,8","1005,8","1005,2","2334,2","25,9","23,8","25,9","25,5","24,1","23,6",91,88,88,220,"3,2",",9",
2014-10-05,11:00,0,"1006,5","1006,5","1005,8","2537,1",26,"23,6",26,"25,8",24,"23,6",89,87,87,233,"2,8","1,6",
2014-10-05,12:00,0,"1007,3","1007,3","1006,5",2985,27,"23,7","27,2",26,"24,2","23,3",88,81,82,235,"2,9","1,4",
