DATA (YYYY-MM-DD),HORA (UTC),"PRECIPITAÇÃO TOTAL, HORÁRIO (mm)","PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB)",PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB),PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB),RADIACAO GLOBAL (KJ/m²),"TEMPERATURA DO AR - BULBO SECO, HORARIA (°C)",TEMPERATURA DO PONTO DE ORVALHO (°C),TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C),TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C),UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%),"UMIDADE RELATIVA DO AR, HORARIA (%)","VENTO, DIREÇÃO HORARIA (gr) (° (gr))","VENTO, RAJADA MAXIMA (m/s)","VENTO, VELOCIDADE HORARIA (m/s)"
2014-10-26,04:00,0,"1004,9","1005,5","1004,9",-9999,"23,5","22,7","23,6","23,4","22,9","22,6",96,96,96,258,"1,3",0
2014-10-26,05:00,0,"1004,1","1004,9","1004,1",-9999,"23,2","22,5","23,5","23,2","22,8","22,5",96,96,96,100,",3",0
2014-10-26,06:00,0,"1003,7","1004,1","1003,7",-9999,"23,3","22,6","23,4","23,2","22,7","22,5",96,96,96,130,",4",0
2014-10-26,07:00,0,"1003,3","1003,7","1003,3",-9999,"23,4","22,6","23,5","23,3","22,7","22,6",96,95,95,271,",7",0
2014-10-26,08:00,0,"1003,3","1003,3","1003,1",-9999,"23,4","22,6","23,6","23,4","22,7","22,6",95,95,95,36,",7",0
2014-10-26,09:00,",2","1003,6","1003,6","1003,3",-9999,"23,5","22,8","23,5","23,3","22,8","22,6",96,95,96,58,",1",0
2014-10-26,10:00,0,"1004,3","1004,4","1003,6","6,8","23,5","22,8","23,6","23,5","22,8","22,7",96,96,96,334,",4",0
2014-10-26,11:00,0,"1005,7","1005,7","1004,3","166,8","23,9",23,"23,9","23,5","23,1","22,7",96,95,95,33,",5",",1"
2014-10-26,12:00,0,"1007,1","1007,1","1005,7","322,5","24,6","23,2","24,6","23,9","23,4",23,95,92,92,87,"3,1","1,4"
2014-10-26,13:00,1,"1007,9",1008,"1007,1",225,"23,5",22,"24,6","23,4","23,2","21,9",92,89,92,93,"7,5",2
2014-10-26,14:00,",2","1007,6",1008,"1007,6","988,5","24,8","22,2","24,9","23,5","22,7","21,9",92,84,85,90,"4,5","1,2"
2014-10-26,15:00,0,"1006,3","1007,6","1006,3","1808,8","26,5","22,9","26,5","24,7","22,9","21,7",87,77,81,82,"3,4",",8"
2014-10-26,16:00,0,"1005,1","1006,3","1005,1","2734,8","28,5","22,9","28,9","26,5","23,1","21,8",81,69,72,135,"3,4",",9"
2014-10-26,17:00,0,"1004,2","1005,1","1004,2","2921,8",29,"22,4",30,"28,5","23,1","21,1",72,60,67,121,"4,9","2,2"
2014-10-26,18:00,0,1003,"1004,2",1003,2567,"29,4","22,2","30,4","29,1","23,4","20,7",70,59,65,107,"5,2","1,7"
2014-10-26,19:00,0,"1002,1",1003,"1002,1",1912,"30,4","21,5","30,6","29,2","22,9","21,1",68,58,59,134,"3,5",1
2014-10-26,20:00,0,"1001,4","1002,1","1001,4","1601,2","30,4","22,4",31,"29,7","23,1","21,2",66,58,62,96,4,"1,9"
2014-10-26,21:00,0,"1001,1","1001,4","1001,1","926,3","29,6","22,1","30,4","29,6","22,9","21,7",66,60,64,107,4,"1,3"
2014-10-26,22:00,0,"1001,5","1001,5","1001,1","105,5","25,6","23,7","29,6","25,6","24,1","22,2",89,64,89,243,"2,9",0
2014-10-26,23:00,0,"1002,4","1002,4","1001,5",-9999,"24,3","23,1","25,6","24,3","23,8","23,1",93,90,93,256,",2",0
