DATA (YYYY-MM-DD),HORA (UTC),"PRECIPITAÇÃO TOTAL, HORÁRIO (mm)","PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB)",PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB),PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB),RADIACAO GLOBAL (KJ/m²),"TEMPERATURA DO AR - BULBO SECO, HORARIA (°C)",TEMPERATURA DO PONTO DE ORVALHO (°C),TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C),TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C),UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%),"UMIDADE RELATIVA DO AR, HORARIA (%)","VENTO, DIREÇÃO HORARIA (gr) (° (gr))","VENTO, RAJADA MAXIMA (m/s)","VENTO, VELOCIDADE HORARIA (m/s)"
2014-10-05,10:00,0,"1008,6","1008,6",1008,"13,1","25,6","23,9","25,8","25,5",24,"23,8",90,90,90,237,"1,4",0
2014-10-05,11:00,0,"1009,4","1009,4","1008,6","343,7","26,5","23,6","26,5","25,6","24,3","23,5",90,84,84,236,"1,7",",1"
2014-10-05,12:00,0,1010,1010,"1009,4",1314,"28,5","23,2","28,5","26,5","23,8","22,9",84,73,73,236,"2,3",",6"
2014-10-05,13:00,0,"1010,7","1010,7",1010,"2025,2","29,7","23,3","30,2","28,3","23,8","22,9",75,66,69,236,3,",8"
2014-10-05,14:00,0,"1010,7","1010,8","1010,7","2826,6","31,2","22,7","31,3","29,7","24,3","22,7",71,61,61,236,"3,3","1,3"
2014-10-05,15:00,0,"1009,9","1010,7","1009,9","3262,1","32,4","23,5","32,5",31,"23,9","22,6",63,58,60,236,4,"1,4"
2014-10-05,16:00,0,"1008,7","1009,9","1008,7",3620,"33,6","22,7","33,6","32,1","23,8","22,5",61,53,53,236,"5,5","1,7"
2014-10-05,17:00,0,"1007,3","1008,7","1007,3","3464,6","33,9","22,5","34,1","33,2","23,3","21,8",56,50,51,236,"6,1","1,9"
2014-10-05,18:00,0,"1006,2","1007,3","1006,2","3172,9","34,2","22,5","34,2","33,2","22,8","21,7",54,49,51,236,"5,5","1,7"
2014-10-05,19:00,0,1005,"1006,2","1004,9",2564,"33,8","21,8","34,4","33,5","22,8","21,7",53,48,50,236,"5,6","1,8"
2014-10-05,20:00,0,"1004,5",1005,"1004,5","1703,1","34,2","22,2","34,2","33,6","22,5","21,6",52,48,50,236,"4,6","1,2"
2014-10-05,21:00,0,"1004,4","1004,5","1004,2","825,7","31,4","22,3","34,2","31,4","23,2","21,5",59,48,58,236,"5,3","1,4"
2014-10-05,22:00,0,"1004,8","1004,8","1004,4","94,2","29,7","23,2","31,4","29,7","23,2","22,1",68,58,68,236,"3,2",0
2014-10-05,23:00,0,"1005,8","1005,8","1004,8",-9999,"28,3","23,5","29,7","28,3","23,6","22,8",75,68,75,236,"1,2",0
2014-10-26,00:00,0,"1006,4","1006,4","1005,5",-9999,"25,7","24,2","25,8","25,5","24,5","24,1",93,91,91,246,"1,3",",1"
2014-10-26,01:00,0,"1007,1","1007,1","1006,4",-9999,"25,7","23,6","25,7","25,5","24,1","23,5",91,88,88,214,"1,6",",2"
2014-10-26,02:00,0,"1007,8","1007,8","1007,1",-9999,"25,7","23,8","25,8","25,5","23,8","23,4",90,88,89,236,"1,7",0
2014-10-26,03:00,0,"1007,8","1007,9","1007,8",-9999,"25,9",24,"25,9","25,7","24,1","23,6",90,88,89,236,"2,4",",1"
2014-10-26,04:00,0,"1007,1","1007,8","1007,1",-9999,"25,6","23,3","25,9","25,6",24,"23,3",89,87,87,235,"2,1",",2"
2014-10-26,05:00,0,"1006,2","1007,1","1006,2",-9999,"25,5","23,6","25,6","25,5","23,6","23,2",89,87,89,235,"2,9",0
2014-10-26,06:00,0,"1005,9","1006,2","1005,9",-9999,"25,6","23,9","25,6","25,4","23,9","23,6",91,89,91,233,"1,7",0
2014-10-26,07:00,0,"1005,9",1006,"1005,8",-9999,"25,4","23,7","25,6","25,4","23,9","23,7",91,90,91,233,"3,1",",2"
2014-10-26,08:00,0,1006,1006,"1005,7",-9999,"25,4","23,8","25,4","25,3","23,8","23,6",91,90,91,222,"1,8",0
2014-10-26,09:00,0,"1007,2","1007,2",1006,-9999,"23,7","21,7","25,4","23,7","23,9","21,7",92,86,89,234,"5,6",",5"
2014-10-26,10:00,",2","1008,2","1008,2","1007,2","1,5","23,1","21,7","23,7",23,"21,8","21,5",92,89,92,236,4,0
2014-10-26,11:00,"1,8","1009,3","1009,3","1008,2","10,6","23,2","22,1","23,3","23,1","22,1","21,7",94,92,94,236,0,0
2014-10-26,12:00,"3,4",1010,1010,"1009,3","66,3","23,4","22,4","23,4","23,2","22,4","22,1",94,94,94,226,0,0
2014-10-26,13:00,"1,6","1009,8","1010,1","1009,8","452,9","24,4","23,1","24,4","23,4","23,1","22,4",94,92,93,236,0,0
2014-10-26,14:00,0,"1009,9",1010,"1009,8","993,2","25,6","22,6","25,8","24,4","23,6","22,5",93,83,83,236,0,0
2014-10-26,15:00,0,"1009,5","1009,9","1009,5","1573,7","26,6","23,1","27,1","25,6","23,4","22,4",85,78,81,236,"5,7","2,4"
2014-10-26,16:00,0,"1007,9","1009,5","1007,9","1518,2","27,4","22,2","27,4","26,4","23,3","21,9",82,73,73,236,"5,7",",8"
2014-10-26,17:00,0,"1007,6","1007,9","1007,6","1454,7","27,7","22,1","28,1","27,4",23,22,75,71,72,236,"3,2","1,2"
2014-10-26,18:00,0,"1006,6","1007,6","1006,6","1068,3","27,8","22,3",28,"27,6","22,7","21,7",74,70,72,236,"4,2","2,2"
2014-10-26,19:00,0,"1005,8","1006,6","1005,8","1086,7","28,3","22,9","28,3","27,7","23,2","22,2",75,72,73,235,"4,8","1,1"
2014-10-26,20:00,0,"1005,3","1005,8","1005,3","1606,3","28,8","23,2","29,2","28,1","23,5","22,7",74,69,72,236,"4,1","1,5"
2014-10-26,21:00,0,"1004,9","1005,3","1004,9","292,3","27,7","23,6","28,9","27,7","23,7","23,1",79,71,78,236,"3,5",",5"
2014-10-26,22:00,0,1005,1005,"1004,8","89,4","26,9",24,"27,7","26,9",24,"23,6",84,78,84,236,"1,9",0
2014-10-26,23:00,0,"1005,8","1005,8",1005,-9999,"26,1","23,8","26,9","26,1",24,"23,8",87,84,87,236,0,0
