DATA (YYYY-MM-DD),HORA (UTC),"PRECIPITAÇÃO TOTAL, HORÁRIO (mm)","PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB)",PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB),PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB),RADIACAO GLOBAL (KJ/m²),"TEMPERATURA DO AR - BULBO SECO, HORARIA (°C)",TEMPERATURA DO PONTO DE ORVALHO (°C),TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C),TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C),UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%),"UMIDADE RELATIVA DO AR, HORARIA (%)","VENTO, DIREÇÃO HORARIA (gr) (° (gr))","VENTO, RAJADA MAXIMA (m/s)","VENTO, VELOCIDADE HORARIA (m/s)",Unnamed: 19
2014-10-05,00:00,0,"992,3","992,3","991,1",-9999,"23,3",22,"23,7","23,3","22,1","21,8",92,89,92,303,"2,4","1,1",
2014-10-05,01:00,0,"993,2","993,2","992,3",-9999,"23,3",22,"23,5","23,3","22,2",22,93,92,93,199,"2,5",",1",
2014-10-05,02:00,0,"993,9",994,"993,2",-9999,"23,4",22,"23,5","23,3","22,2",22,93,92,92,104,"1,6",0,
2014-10-05,03:00,",8",995,995,"993,9",-9999,"23,2","20,9","23,9","23,2","22,2","20,9",93,86,87,85,"7,4","2,8",
2014-10-05,04:00,"23,8","993,6",995,"993,6",-9999,"22,2","21,3","23,2","21,9","21,4","20,8",94,87,94,170,"7,4",0,
2014-10-05,05:00,"3,4","992,9","993,6","992,9",-9999,"22,1","21,1","22,3","22,1","21,4","21,1",95,94,95,171,",9",0,
2014-10-05,06:00,",2","992,6","992,9","992,6",-9999,22,"21,1","22,2",22,"21,3","21,1",95,95,95,187,"1,4",0,
2014-10-05,07:00,0,"992,4","992,6","992,1",-9999,22,"21,1","22,1",22,"21,2",21,95,95,95,191,0,0,
2014-10-05,08:00,0,"992,6","992,7","992,3",-9999,"21,9",21,22,"21,8","21,1","20,9",95,95,95,181,0,0,
2014-10-05,09:00,0,"992,9","992,9","992,6",-9999,"21,9",21,"21,9","21,8",21,"20,9",95,95,95,156,",6",0,
2014-10-05,10:00,0,"993,3","993,4","992,9","4,1","21,9",21,22,"21,9","21,1",21,95,95,95,144,"1,6",",1",
2014-10-05,11:00,0,"994,1","994,1","993,3","326,4","23,1","22,2","23,1","21,9","22,2",21,95,95,95,119,"1,6",0,
2014-10-05,12:00,",2","994,6","994,6","994,1",1382,"25,1","21,9","25,7","23,2","23,2","21,6",95,81,82,169,"1,1",",1",
2014-10-05,13:00,0,"995,1","995,1","994,6","2254,3","27,6","22,4","28,2",25,"23,3","21,2",85,71,73,44,"2,1",",3",
2014-10-05,14:00,0,"994,8","995,1","994,8","2719,6","28,8","22,1","29,4","27,4","23,6","21,8",75,65,67,157,"2,2",0,
2014-10-05,15:00,0,"994,2","994,8","994,2","3154,2","30,7","22,5",31,"28,9","23,5","21,6",69,60,62,82,"3,5",",9",
2014-10-05,16:00,0,"993,2","994,2","993,2","3214,2","32,2","22,8","32,3","30,4","23,6","21,6",65,54,58,47,"4,6","1,5",
2014-10-05,17:00,0,"991,9","993,2","991,9","3213,8","32,2",22,"32,9","31,5","23,2","21,5",60,52,55,45,"4,7",",7",
2014-10-05,18:00,0,"990,4","991,9","990,4",2248,"31,5","21,6","33,2","31,3","22,8","20,6",58,49,56,46,"4,6","1,4",
2014-10-05,19:00,0,"988,9","990,4","988,9","1892,9","31,7","21,5","33,6","31,5","22,5","19,8",56,47,55,69,"3,8",",2",
2014-10-05,20:00,0,"988,2","988,9","988,2","1927,1","33,5",20,"33,7","31,7","22,4",20,56,45,45,32,"4,1",",8",
2014-10-05,21:00,0,"988,5","988,5","988,1","852,7","32,3","20,3","33,5","31,6","21,2","19,1",52,44,49,24,"3,9",",5",
2014-10-05,22:00,0,"989,3","989,3","988,5","169,5","29,5","21,1","32,3","29,5","21,4","20,3",61,49,61,39,"2,8",0,
2014-10-05,23:00,0,"990,9","990,9","989,3",-9999,"27,6",22,"29,4","27,6","22,1","21,1",72,61,71,121,"5,2",2,
2014-10-26,00:00,0,"991,5","991,5","990,3",-9999,"24,7","22,2","25,8","24,7","22,3","21,9",86,80,86,73,"1,7",",2",
2014-10-26,01:00,0,"992,5","992,5","991,5",-9999,"24,5","22,3","24,8","24,5","22,8","22,2",89,86,87,53,"4,6","1,6",
2014-10-26,02:00,0,"992,9","992,9","992,5",-9999,"23,9","21,6","24,5","23,9","22,3","21,6",88,87,87,58,"4,6",",3",
2014-10-26,03:00,0,"992,9","993,2","992,8",-9999,"23,6","21,9","23,9","23,6","21,9","21,7",90,87,90,63,"3,1",",7",
2014-10-26,04:00,0,"992,5","993,1","992,5",-9999,"23,5",22,"23,6","23,5","22,1","21,9",92,90,92,50,"2,7",0,
2014-10-26,05:00,0,"991,7","992,4","991,7",-9999,"23,2",22,"23,5","23,2","22,1",22,93,92,93,146,",7",0,
2014-10-26,06:00,0,"991,3","991,7","991,3",-9999,"23,1",22,"23,2","23,1",22,"21,9",93,93,93,155,"1,1",0,
2014-10-26,07:00,0,"991,5","991,5","991,2",-9999,"23,1",22,"23,1",23,22,"21,9",94,93,94,178,",5",0,
2014-10-26,08:00,0,"991,8","991,8","991,5",-9999,"23,1",22,"23,1",23,22,"21,9",94,93,94,318,"2,4",",3",
2014-10-26,09:00,0,"992,1","992,2","991,8",-9999,23,22,"23,2",23,"22,2",22,94,94,94,320,"3,9","1,2",
2014-10-26,10:00,0,"992,3","992,3","992,1","5,2","22,3","21,2",23,"22,3","21,9","21,2",94,93,94,303,"4,2","1,2",
2014-10-26,11:00,0,"992,8","992,8","992,3","122,9","22,4","21,4","22,4","22,2","21,4","21,2",94,94,94,275,3,0,
2014-10-26,12:00,0,993,993,"992,8","506,2","23,4","21,8","23,4","22,4","21,8","21,4",94,90,91,129,"1,1",0,
2014-10-26,13:00,0,"993,3","993,3",993,800,"24,3","22,1","24,3","23,3","22,1","21,3",91,86,87,254,"1,3",",1",
