DATA (YYYY-MM-DD),HORA (UTC),"PRECIPITAÇÃO TOTAL, HORÁRIO (mm)","PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB)",PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB),PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB),RADIACAO GLOBAL (KJ/m²),"TEMPERATURA DO AR - BULBO SECO, HORARIA (°C)",TEMPERATURA DO PONTO DE ORVALHO (°C),TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C),TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C),UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%),"UMIDADE RELATIVA DO AR, HORARIA (%)","VENTO, DIREÇÃO HORARIA (gr) (° (gr))","VENTO, RAJADA MAXIMA (m/s)","VENTO, VELOCIDADE HORARIA (m/s)",Unnamed: 19
2014-10-26,14:00,0,"993,6","993,6","993,3","1373,6","25,4","22,4","25,6","24,3","22,6","21,8",88,82,83,303,"2,5",",3",
2014-10-26,15:00,0,993,"993,6",993,"1865,3","26,8","22,4","27,2","25,4","22,8","21,3",84,73,77,168,"2,2",",3",
2014-10-26,16:00,0,"992,3",993,"992,3","1281,6","27,1","22,7","27,7","26,7","22,9","21,5",77,71,77,263,2,",7",
2014-10-26,17:00,0,"991,2","992,3","991,2","2399,8","29,6","19,8",30,27,"22,8","19,3",77,53,56,151,"2,2",",1",
2014-10-26,18:00,0,"989,8","991,2","989,8","3223,4","30,7","18,2","31,5","28,9","21,3","17,9",60,46,47,263,3,",9",
2014-10-26,19:00,0,"988,8","989,8","988,8","2364,6","31,1","19,1","31,8","30,1","20,1","17,1",52,42,49,251,"3,3","1,5",
2014-10-26,20:00,0,988,"988,8",988,"1897,1","31,5","19,2","31,9","30,7","19,9","18,3",52,46,48,263,3,",2",
2014-10-26,21:00,0,"987,7",988,"987,6","968,4","30,7","20,3","31,9","30,7","20,7","19,2",55,48,54,353,"1,8",0,
2014-10-26,22:00,0,"988,4","988,4","987,7","175,8",28,21,31,28,"21,5","20,1",66,54,66,41,"2,1",0,
2014-10-26,23:00,0,"989,3","989,3","988,4",-9999,"26,5","21,6",28,"26,5","21,6",21,74,66,74,48,0,0,
