DATA (YYYY-MM-DD),HORA (UTC),"PRECIPITAÇÃO TOTAL, HORÁRIO (mm)","PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB)",PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB),PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB),RADIACAO GLOBAL (KJ/m²),"TEMPERATURA DO AR - BULBO SECO, HORARIA (°C)",TEMPERATURA DO PONTO DE ORVALHO (°C),TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C),TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C),UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%),"UMIDADE RELATIVA DO AR, HORARIA (%)","VENTO, DIREÇÃO HORARIA (gr) (° (gr))","VENTO, RAJADA MAXIMA (m/s)","VENTO, VELOCIDADE HORARIA (m/s)",Unnamed: 19
2014-10-05,23:00,0,"1001,2","1001,2","999,8","1,6","28,3","23,4","29,3","28,3","23,4","22,2",75,66,75,259,"3,4","1,6",
2014-10-26,00:00,0,"1001,6","1001,6","1000,4",-9999,25,"23,1","25,2","24,9","23,3","23,1",90,89,90,281,"1,7",",2",
2014-10-26,01:00,0,"1002,5","1002,5","1001,6",-9999,"24,1","22,9",25,"24,1","23,1","22,9",93,89,93,72,"1,1",0,
2014-10-26,02:00,0,"1003,4","1003,4","1002,5",-9999,"23,9","22,8","24,2","23,9",23,"22,8",94,93,94,67,",9",0,
2014-10-26,03:00,0,"1003,7","1003,8","1003,4",-9999,"23,7","22,7","23,9","23,7","22,8","22,6",94,94,94,95,",6",0,
2014-10-26,04:00,0,"1003,3","1003,7","1003,3",-9999,"23,8","22,8","23,9","23,7","22,9","22,7",94,94,94,14,",7",0,
2014-10-26,05:00,0,"1002,6","1003,3","1002,6",-9999,"23,9","22,8","23,9","23,8","22,8","22,7",94,94,94,151,0,0,
2014-10-26,06:00,0,"1002,2","1002,6","1002,2",-9999,24,"22,9",24,"23,9",23,"22,8",94,94,94,203,0,0,
2014-10-26,07:00,0,"1001,8","1002,2","1001,8",-9999,"23,9",23,24,"23,9",23,"22,9",94,94,94,205,"1,7",0,
2014-10-26,08:00,0,"1001,7","1001,8","1001,6",-9999,"23,6","22,6","23,9","23,6",23,"22,6",94,94,94,152,"1,5",0,
2014-10-26,09:00,0,"1002,2","1002,2","1001,7",-9999,"23,7","22,6","23,7","23,6","22,7","22,5",94,94,94,77,"1,2",",1",
2014-10-26,10:00,0,"1002,8","1002,8","1002,2",-9999,"23,8","22,8","23,8","23,6","22,8","22,6",94,94,94,121,"1,2",0,
2014-10-26,11:00,0,"1003,1","1003,1","1002,8","83,3","24,2",23,"24,2","23,8",23,"22,7",94,93,93,63,"1,4",0,
2014-10-26,12:00,0,"1003,8","1003,8","1003,1","577,5","25,4","22,7","25,4","24,2","23,1","22,4",93,85,85,19,"3,4","1,2",
2014-10-26,13:00,0,1004,1004,"1003,8","1495,3","26,3",23,"26,8","25,4","23,1","22,3",86,78,82,11,"3,5","1,6",
2014-10-26,14:00,0,"1004,1","1004,1",1004,"1993,8","28,4","23,5","28,4","26,3","23,5","22,5",82,73,75,19,"4,3",1,
2014-10-26,15:00,0,"1003,5","1004,1","1003,5","3210,5","29,2","21,8","29,5","28,1","23,4","21,4",75,63,64,3,"4,6","1,4",
2014-10-26,16:00,0,"1002,6","1003,5","1002,6","3628,8","30,7","22,4","30,7","29,2","23,8",21,70,58,61,342,"4,8","1,5",
2014-10-26,17:00,0,"1001,2","1002,6","1001,2","2761,1","31,7","22,3","31,7","29,6","23,7","21,2",66,56,58,346,"4,8","1,9",
2014-10-26,18:00,0,"1000,2","1001,2","1000,2","2251,5","31,3","22,3",32,"30,4","22,8","21,3",63,55,59,4,"4,6",",8",
2014-10-26,19:00,0,999,"1000,2",999,"1314,7","29,3","22,8","31,5","29,2",23,"21,5",69,57,68,323,5,"2,4",
2014-10-26,20:00,0,"998,6",999,"998,6",821,"28,9","23,9","29,7","28,8","24,1","22,1",75,64,75,177,5,"1,9",
2014-10-26,21:00,0,"998,5","998,6","998,3","685,3","28,7","23,1","29,1","28,5","24,1","23,1",76,72,72,235,"4,3","1,3",
2014-10-26,22:00,0,"998,7","998,7","998,5","250,3","27,6","23,8","28,8","27,6","24,2","22,9",80,71,80,162,"2,9","1,7",
2014-10-26,23:00,0,"999,7","999,7","998,7","4,7","27,1","23,8","27,6","27,1","24,1","23,7",83,80,82,303,"3,4",",5",
