DATA (YYYY-MM-DD),HORA (UTC),"PRECIPITAÇÃO TOTAL, HORÁRIO (mm)","PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB)",PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB),PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB),RADIACAO GLOBAL (KJ/m²),"TEMPERATURA DO AR - BULBO SECO, HORARIA (°C)",TEMPERATURA DO PONTO DE ORVALHO (°C),TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C),TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C),UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%),"UMIDADE RELATIVA DO AR, HORARIA (%)","VENTO, DIREÇÃO HORARIA (gr) (° (gr))","VENTO, RAJADA MAXIMA (m/s)","VENTO, VELOCIDADE HORARIA (m/s)",Unnamed: 19
2014-10-05,00:00,0,"1002,5","1002,5","1001,4",-9999,"25,2","23,5","25,5","25,2","23,7","23,4",90,89,90,12,"1,7",",4",
2014-10-05,01:00,0,"1003,7","1003,7","1002,5",-9999,"24,9","23,4","25,3","24,9","23,5","23,4",92,90,92,87,"1,5",",5",
2014-10-05,02:00,0,"1004,3","1004,3","1003,6",-9999,"24,5","23,2","24,9","24,5","23,4","23,2",93,91,92,14,2,",5",
2014-10-05,03:00,0,"1004,9","1004,9","1004,3",-9999,"24,5","23,1","24,7","24,5","23,3","23,1",93,92,92,49,"2,4",",5",
2014-10-05,04:00,0,"1004,6","1004,9","1004,6",-9999,"24,3",23,"24,5","24,3","23,2",23,93,92,93,137,"1,6",",5",
2014-10-05,05:00,0,"1004,3","1004,6","1004,3",-9999,24,"22,8","24,3",24,23,"22,8",93,92,93,49,"1,5",",1",
2014-10-05,06:00,0,"1003,6","1004,3","1003,6",-9999,"23,8","22,7",24,"23,8","22,8","22,7",94,93,93,38,"1,5",",1",
2014-10-05,07:00,0,"1003,1","1003,6","1003,1",-9999,"24,5","22,2","24,6","23,8","22,9","22,2",93,87,87,360,"3,8","1,8",
2014-10-05,08:00,0,"1003,1","1003,1",1003,-9999,24,"21,5","24,5",24,"22,1","21,5",87,86,86,3,"3,8","1,1",
2014-10-05,09:00,0,"1003,2","1003,2",1003,-9999,"23,8","21,7","24,1","23,4","21,7","21,2",89,85,88,315,"2,5",",6",
2014-10-05,10:00,0,"1003,6","1003,6","1003,1",-9999,23,"21,7","23,8",23,"21,8","21,5",92,88,92,87,"1,5",0,
2014-10-05,11:00,0,"1004,3","1004,3","1003,6","204,7","23,9","22,1","23,9","22,9","22,1","21,7",93,89,89,120,"1,9",",7",
2014-10-05,12:00,0,1005,1005,"1004,3",571,"25,1",22,"25,2",24,"22,5","21,9",89,83,83,68,"2,3",",6",
2014-10-05,13:00,0,"1005,7","1005,7",1005,"1357,3","27,3","21,6","27,5",25,"22,3","21,4",84,70,71,36,"2,4",1,
2014-10-05,14:00,0,"1005,9","1006,1","1005,7",2739,30,"22,2",30,"26,9","22,4","21,2",73,63,63,203,3,",6",
2014-10-05,15:00,0,"1005,3","1005,9","1005,3","2711,6","30,2","22,3","30,3","29,4","22,9","21,8",66,62,63,323,"3,5",",8",
2014-10-05,16:00,0,"1004,7","1005,3","1004,7","2597,6","31,1","21,8",32,"30,1","23,2","21,1",64,54,58,72,"4,1","1,3",
2014-10-05,17:00,0,"1003,7","1004,7","1003,7","2801,9","31,1","21,7","32,4","30,8",23,"20,6",60,53,57,360,"3,8","1,8",
2014-10-05,18:00,0,1002,"1003,7",1002,"3147,5","32,9","22,7","33,3","31,1","22,8","20,7",58,50,55,310,"4,2","1,7",
2014-10-05,19:00,0,"1000,5",1002,"1000,5","3004,2","32,9","21,4",33,"32,2","22,4",21,55,49,51,340,"5,2","1,9",
2014-10-05,20:00,0,"999,3","1000,4","999,3",2095,"31,3","22,6","33,2","30,6","23,3","21,2",63,50,60,288,"5,9","2,2",
2014-10-05,21:00,0,999,"999,3","998,7","1406,8","31,5","22,3",32,"31,2","23,4","21,6",61,56,58,331,4,"1,2",
2014-10-05,22:00,0,"999,8","999,8",999,295,"29,2","22,4","31,9",29,"23,1","22,2",68,57,67,242,"4,1",",5",
