DATA (YYYY-MM-DD),HORA (UTC),"PRECIPITAÇÃO TOTAL, HORÁRIO (mm)","PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB)",PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB),PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB),RADIACAO GLOBAL (KJ/m²),"TEMPERATURA DO AR - BULBO SECO, HORARIA (°C)",TEMPERATURA DO PONTO DE ORVALHO (°C),TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C),TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C),UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%),"UMIDADE RELATIVA DO AR, HORARIA (%)","VENTO, DIREÇÃO HORARIA (gr) (° (gr))","VENTO, RAJADA MAXIMA (m/s)","VENTO, VELOCIDADE HORARIA (m/s)",Unnamed: 19
2014-10-26,13:00,0,"998,6","998,6","998,3","1760,6","27,4","22,8","27,5","24,2","23,6","22,3",91,75,76,319,"2,7",",8",
2014-10-26,14:00,0,"998,3","998,6","998,3","2615,4","29,4","22,7","29,5","27,4","23,7",22,78,66,67,360,"5,1","1,4",
2014-10-26,15:00,0,"997,9","998,4","997,9","3122,9","30,6","22,4","30,6","29,2","23,8",22,71,62,62,322,"5,1","1,1",
2014-10-26,16:00,0,"997,4","997,9","997,4",2763,"30,6","22,7","31,5","30,2","23,8","21,8",66,58,63,281,"4,7","1,8",
2014-10-26,17:00,0,"996,3","997,4","996,3","3740,8","31,7","22,3","32,1","30,5","24,5","22,3",67,57,58,321,"6,4",3,
2014-10-26,18:00,0,"994,9","996,3","994,9","3069,5","31,2","21,5",32,"30,5","22,8","20,8",61,53,56,282,"6,7","2,1",
2014-10-26,19:00,0,"993,7","994,9","993,7","2995,8","32,4","20,3","32,7",31,"22,3","20,1",58,49,49,291,"5,3","2,2",
2014-10-26,20:00,0,"992,7","993,7","992,7","2251,6","32,9","20,3",33,32,"20,9","18,6",51,44,48,252,"4,1","1,1",
2014-10-26,21:00,0,"992,2","992,7","992,2","894,6","32,8","21,7","33,3","32,5","21,7","20,4",52,48,52,296,"3,1","1,1",
2014-10-26,22:00,0,"992,6","992,6","992,1","179,7","31,4","21,4",33,"31,4","21,9","20,2",57,49,56,286,"2,8",",6",
2014-10-26,23:00,0,"993,3","993,3","992,6","15,3","29,1",23,"31,4","29,1","23,2","21,2",71,55,70,20,"1,8",",4",
