DATA (YYYY-MM-DD),HORA (UTC),"PRECIPITAÇÃO TOTAL, HORÁRIO (mm)","PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB)",PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB),PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB),RADIACAO GLOBAL (KJ/m²),"TEMPERATURA DO AR - BULBO SECO, HORARIA (°C)",TEMPERATURA DO PONTO DE ORVALHO (°C),TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C),TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C),UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%),"UMIDADE RELATIVA DO AR, HORARIA (%)","VENTO, DIREÇÃO HORARIA (gr) (° (gr))","VENTO, RAJADA MAXIMA (m/s)","VENTO, VELOCIDADE HORARIA (m/s)",Unnamed: 19
2014-10-05,00:00,0,"996,4","996,4","995,6",-9999,"25,1","22,8","26,1","25,1","22,8","22,6",87,81,87,163,"1,4",",2",
2014-10-05,01:00,0,"997,8","997,8","996,4",-9999,"24,4","22,7","25,1","24,4","22,9","22,6",90,87,90,360,"1,2",0,
2014-10-05,02:00,0,"998,8","998,8","997,8",-9999,"24,1","22,6","24,5","24,1","22,9","22,6",91,90,91,296,",8",0,
2014-10-05,03:00,0,"999,2","999,4","998,8",-9999,"23,5","22,2","24,2","23,5","22,7","22,1",92,91,92,213,"1,2",",8",
2014-10-05,04:00,0,"998,9","999,2","998,9",-9999,"23,8","22,5","23,9","23,5","22,7","22,2",93,92,92,61,"1,4",",9",
2014-10-05,05:00,0,"998,2","998,9","998,1",-9999,"23,5","22,3","23,9","23,5","22,6","22,2",93,92,93,221,"1,6",",3",
2014-10-05,06:00,0,"997,6","998,2","997,5",-9999,"23,6","22,3","23,7","23,5","22,5","22,2",93,93,93,102,",9",",3",
2014-10-05,07:00,0,"997,8","997,8","997,6",-9999,"23,4","22,2","23,6","23,4","22,4","22,2",93,93,93,113,",9",",1",
2014-10-05,08:00,0,"997,6","997,8","997,5",-9999,"23,3","22,1","23,5","23,3","22,3","22,1",93,93,93,155,"1,1",0,
2014-10-05,09:00,0,"997,7","997,8","997,5",-9999,"23,3","22,1","23,4","23,3","22,2","22,1",93,93,93,145,",8",",3",
2014-10-05,10:00,0,"998,2","998,2","997,7",-9999,"23,2","22,1","23,3","22,9","22,1","21,7",94,93,94,118,1,0,
2014-10-05,11:00,",2","998,9","998,9","998,2","92,5","23,4","22,4","23,4","22,9","22,4","21,8",94,94,94,163,"1,5",",1",
2014-10-05,12:00,0,"999,5","999,5","998,9","491,4","24,9","23,6","24,9","23,3","23,6","22,2",94,92,92,157,"1,3",",2",
2014-10-05,13:00,0,"1000,2","1000,2","999,5",1612,"27,6","22,9","27,8","24,9","23,8","22,9",92,76,76,199,2,",5",
2014-10-05,14:00,0,"1000,7","1000,7","1000,2","1813,3","28,4",23,"29,2","27,5","24,1","22,8",79,71,73,15,"2,7",1,
2014-10-05,15:00,0,"1000,5","1000,7","1000,5","1971,8","30,5","23,6","30,5",28,"23,8","22,5",76,66,67,30,"3,6","1,9",
2014-10-05,16:00,0,"999,8","1000,5","999,8","2547,8","31,4","22,8",32,30,"23,8","21,9",67,56,60,360,"3,7",",9",
2014-10-05,17:00,0,"998,2","999,8","998,2","3023,8","31,5","22,1","32,6",31,"24,3","21,5",64,54,58,20,"4,5","2,2",
2014-10-05,18:00,0,"996,5","998,2","996,5","2466,5","32,5","21,9","33,6","31,5",23,21,59,49,54,7,"4,8","1,7",
2014-10-05,19:00,0,"995,8","996,5","995,5","1112,2","26,6","22,5","32,6","26,6","23,8","21,3",81,53,78,91,"8,7","4,5",
2014-10-05,20:00,",4","995,5","995,9","995,3","198,9","25,1","22,6","26,5","24,9","22,8",22,87,78,86,189,"8,7","1,9",
2014-10-05,21:00,0,995,"995,5","994,6","219,5","24,6","22,1","25,1","24,4","22,4","21,6",87,83,86,255,"5,1","1,2",
2014-10-05,22:00,0,"995,5","995,6",995,"122,5","24,5","22,4","24,7","24,5","22,5",22,88,86,88,197,"3,4","1,6",
2014-10-05,23:00,0,"996,5","996,5","995,5","8,2","24,2","22,5","24,5","24,2","22,7","22,3",90,88,90,229,"2,7",",3",
2014-10-26,00:00,0,"995,5","995,5","995,2",-9999,"23,9","22,1","24,9","23,9","22,3","21,9",90,85,90,295,"1,3",",1",
2014-10-26,01:00,0,"996,4","996,4","995,5",-9999,"23,8","22,2","23,9","23,7","22,3","22,1",91,90,91,300,"1,4",",6",
2014-10-26,02:00,0,"997,1","997,1","996,4",-9999,"23,4","22,1","23,8","23,2","22,2","21,9",93,91,92,45,"1,5","1,2",
2014-10-26,03:00,0,"997,6","997,6","997,1",-9999,"22,7","21,4","23,4","22,7","22,1","21,4",92,92,92,88,"1,8",",3",
2014-10-26,04:00,0,"997,5","997,7","997,5",-9999,"22,3","21,1","22,8","22,3","21,5","21,1",93,92,93,243,"1,3",",3",
2014-10-26,05:00,0,"997,1","997,5","997,1",-9999,"22,7","21,6","22,7","22,3","21,6","21,1",93,93,93,39,"1,5",",6",
2014-10-26,06:00,",2","996,4","997,1","996,4",-9999,"22,8","21,6","22,8","22,7","21,7","21,6",93,93,93,72,"1,5",",3",
2014-10-26,07:00,",2",996,"996,4",996,-9999,"22,7","21,6","22,8","22,7","21,7","21,6",93,93,93,85,"1,6",",1",
2014-10-26,08:00,",2","995,7","996,1","995,7",-9999,"22,8","21,7","22,9","22,6","21,8","21,5",94,93,94,49,",8",0,
2014-10-26,09:00,0,"996,2","996,2","995,7",-9999,"22,6","21,5","22,8","22,6","21,8","21,5",94,94,94,74,"1,4",1,
2014-10-26,10:00,0,"996,5","996,5","996,2",-9999,"22,7","21,6","22,7","22,6","21,7","21,5",94,94,94,36,"1,4",0,
2014-10-26,11:00,0,"997,4","997,4","996,5","131,8","23,1","22,1","23,2","22,7","22,1","21,6",94,94,94,214,"1,8",1,
2014-10-26,12:00,0,"998,3","998,3","997,4","448,7","24,2","22,5","24,2","23,1","22,8",22,94,91,91,39,"1,8",",6",
