DATA (YYYY-MM-DD),HORA (UTC),"PRECIPITAÇÃO TOTAL, HORÁRIO (mm)","PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB)",PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB),PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB),RADIACAO GLOBAL (KJ/m²),"TEMPERATURA DO AR - BULBO SECO, HORARIA (°C)",TEMPERATURA DO PONTO DE ORVALHO (°C),TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C),TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C),UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%),"UMIDADE RELATIVA DO AR, HORARIA (%)","VENTO, DIREÇÃO HORARIA (gr) (° (gr))","VENTO, RAJADA MAXIMA (m/s)","VENTO, VELOCIDADE HORARIA (m/s)"
2014-10-05,00:00,0,"1005,3","1005,3","1003,9",-9999,"24,6","23,1","24,9","24,6","23,6","23,1",92,91,92,352,"2,8",",6"
2014-10-05,01:00,0,"1006,2","1006,2","1005,3",-9999,"24,3",23,"24,6","24,3","23,1",23,92,91,92,338,"2,4",1
2014-10-05,02:00,0,"1007,5","1007,5","1006,2",-9999,"24,2","22,8","24,3","24,1",23,"22,8",93,92,92,331,"2,5",",8"
2014-10-05,03:00,0,"1007,6","1007,8","1007,5",-9999,"24,2","22,9","24,3","24,2","22,9","22,8",93,92,93,325,"2,9",1
2014-10-05,04:00,0,"1006,8","1007,6","1006,8",-9999,24,"22,8","24,2",24,"22,9","22,7",93,93,93,339,2,",6"
2014-10-05,05:00,0,"1006,1","1006,8","1006,1",-9999,"23,9","22,7",24,"23,9","22,8","22,6",93,93,93,345,"1,6",",5"
2014-10-05,06:00,0,"1005,6","1006,1","1005,6",-9999,"23,7","22,5","23,9","23,7","22,7","22,5",93,93,93,306,"2,4",",8"
2014-10-05,07:00,0,"1005,3","1005,6","1005,2",-9999,"23,9","22,6",24,"23,6","22,6","22,4",93,92,92,235,"2,7","1,3"
2014-10-05,08:00,0,"1005,3","1005,3","1005,2",-9999,"23,6","22,5",24,"23,6","22,7","22,4",93,92,93,186,"3,2","1,6"
2014-10-05,09:00,0,"1005,6","1005,6","1005,3",-9999,"23,7","22,6","23,8","23,6","22,7","22,5",94,93,93,160,"3,2",",8"
