"DT_GERACAO";"HH_GERACAO";"ANO_ELEICAO";"CD_TIPO_ELEICAO";"NM_TIPO_ELEICAO";"NR_TURNO";"CD_ELEICAO";"DS_ELEICAO";"DT_ELEICAO";"SG_UF";"SG_UE";"NM_UE";"CD_CARGO";"DS_CARGO";"TP_AGREMIACAO";"NR_PARTIDO";"SG_PARTIDO";"NM_PARTIDO";"NR_FEDERACAO";"NM_FEDERACAO";"SG_FEDERACAO";"DS_COMPOSICAO_FEDERACAO";"SQ_COLIGACAO";"NM_COLIGACAO";"DS_COMPOSICAO_COLIGACAO";"CD_SITUACAO_LEGENDA";"DS_SITUACAO";"NM_TIPO_DESTINACAO_VOTOS"
"13/11/2024";"10:54:54";2018;2;"ELEIÇÃO ORDINÁRIA";1;297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";3;"GOVERNADOR";"COLIGAÇÃO";17;"PSL";"PARTIDO SOCIAL LIBERAL";-1;"#NULO#";"#NULO#";"#NULO#";40000050267;"EU VOTO NO AMAZONAS";"PDT / PRP / AVANTE / PP / PV / PR / SOLIDARIEDADE / PPS / PTB / PHS / PSL / PPL";"D";"DEFERIDO";"#NE"
"13/11/2024";"10:54:54";2018;2;"ELEIÇÃO ORDINÁRIA";1;297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";10;"2º SUPLENTE";"COLIGAÇÃO";77;"SOLIDARIEDADE";"SOLIDARIEDADE";-1;"#NULO#";"#NULO#";"#NULO#";40000050267;"EU VOTO NO AMAZONAS";"PDT / PRP / AVANTE / PP / PV / PR / SOLIDARIEDADE / PPS / PTB / PHS / PSL / PPL";"D";"DEFERIDO";"#NE"
"13/11/2024";"10:54:54";2018;2;"ELEIÇÃO ORDINÁRIA";1;297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";6;"DEPUTADO FEDERAL";"COLIGAÇÃO";70;"AVANTE";"AVANTE";-1;"#NULO#";"#NULO#";"#NULO#";40000050267;"EU VOTO NO AMAZONAS";"PDT / PRP / AVANTE / PP / PV / PR / SOLIDARIEDADE / PPS / PTB / PHS / PSL / PPL";"D";"DEFERIDO";"Válido (legenda)"
"13/11/2024";"10:54:54";2018;2;"ELEIÇÃO ORDINÁRIA";1;297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";7;"DEPUTADO ESTADUAL";"COLIGAÇÃO";40;"PSB";"PARTIDO SOCIALISTA BRASILEIRO";-1;"#NULO#";"#NULO#";"#NULO#";40000050493;"RENOVA AMAZONAS II";"PSB / PMB / PROS";"D";"DEFERIDO";"Válido (legenda)"
"13/11/2024";"10:54:54";2018;2;"ELEIÇÃO ORDINÁRIA";1;297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";5;"SENADOR";"COLIGAÇÃO";55;"PSD";"PARTIDO SOCIAL DEMOCRÁTICO";-1;"#NULO#";"#NULO#";"#NULO#";40000050103;"AMAZONAS COM SEGURANÇA";"PSD / PSDB / DEM / PRB / PTC / PATRIOTA";"D";"DEFERIDO";"#NE"
"13/11/2024";"10:54:54";2018;2;"ELEIÇÃO ORDINÁRIA";1;297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";7;"DEPUTADO ESTADUAL";"COLIGAÇÃO";11;"PP";"PROGRESSISTAS";-1;"#NULO#";"#NULO#";"#NULO#";40000050342;"EU VOTO NO AMAZONAS IV";"PP / PR / PPL / SOLIDARIEDADE";"D";"DEFERIDO";"Válido (legenda)"
"13/11/2024";"10:54:54";2018;2;"ELEIÇÃO ORDINÁRIA";1;297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";10;"2º SUPLENTE";"COLIGAÇÃO";36;"PTC";"PARTIDO TRABALHISTA CRISTÃO";-1;"#NULO#";"#NULO#";"#NULO#";40000050103;"AMAZONAS COM SEGURANÇA";"PSD / PSDB / DEM / PRB / PTC / PATRIOTA";"D";"DEFERIDO";"#NE"
"13/11/2024";"10:54:54";2018;2;"ELEIÇÃO ORDINÁRIA";1;297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";4;"VICE-GOVERNADOR";"COLIGAÇÃO";14;"PTB";"PARTIDO TRABALHISTA BRASILEIRO";-1;"#NULO#";"#NULO#";"#NULO#";40000050267;"EU VOTO NO AMAZONAS";"PDT / PRP / AVANTE / PP / PV / PR / SOLIDARIEDADE / PPS / PTB / PHS / PSL / PPL";"D";"DEFERIDO";"#NE"
"13/11/2024";"10:54:54";2018;2;"ELEIÇÃO ORDINÁRIA";1;297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";4;"VICE-GOVERNADOR";"COLIGAÇÃO";77;"SOLIDARIEDADE";"SOLIDARIEDADE";-1;"#NULO#";"#NULO#";"#NULO#";40000050267;"EU VOTO NO AMAZONAS";"PDT / PRP / AVANTE / PP / PV / PR / SOLIDARIEDADE / PPS / PTB / PHS / PSL / PPL";"D";"DEFERIDO";"#NE"
"13/11/2024";"10:54:54";2018;2;"ELEIÇÃO ORDINÁRIA";1;297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";10;"2º SUPLENTE";"COLIGAÇÃO";55;"PSD";"PARTIDO SOCIAL DEMOCRÁTICO";-1;"#NULO#";"#NULO#";"#NULO#";40000050103;"AMAZONAS COM SEGURANÇA";"PSD / PSDB / DEM / PRB / PTC / PATRIOTA";"D";"DEFERIDO";"#NE"
