"DT_GERACAO";"HH_GERACAO";"ANO_ELEICAO";"CD_TIPO_ELEICAO";"NM_TIPO_ELEICAO";"NR_TURNO";"CD_ELEICAO";"DS_ELEICAO";"DT_ELEICAO";"TP_ABRANGENCIA";"SG_UF";"SG_UE";"NM_UE";"CD_MUNICIPIO";"NM_MUNICIPIO";"NR_ZONA";"CD_CARGO";"DS_CARGO";"QT_APTOS";"QT_SECOES_PRINCIPAIS";"QT_SECOES_AGREGADAS";"QT_SECOES_NAO_INSTALADAS";"QT_TOTAL_SECOES";"QT_COMPARECIMENTO";"QT_ELEITORES_SECOES_NAO_INSTALADAS";"QT_ABSTENCOES";"ST_VOTO_EM_TRANSITO";"QT_VOTOS";"QT_VOTOS_CONCORRENTES";"QT_TOTAL_VOTOS_VALIDOS";"QT_VOTOS_NOMINAIS_VALIDOS";"QT_TOTAL_VOTOS_LEG_VALIDOS";"QT_VOTOS_LEG_VALIDOS";"QT_VOTOS_NOM_CONVR_LEG_VALIDOS";"QT_TOTAL_VOTOS_ANULADOS";"QT_VOTOS_NOMINAIS_ANULADOS";"QT_VOTOS_LEGENDA_ANULADOS";"QT_TOTAL_VOTOS_ANUL_SUBJUD";"QT_VOTOS_NOMINAIS_ANUL_SUBJUD";"QT_VOTOS_LEGENDA_ANUL_SUBJUD";"QT_VOTOS_BRANCOS";"QT_TOTAL_VOTOS_NULOS";"QT_VOTOS_NULOS";"QT_VOTOS_NULOS_TECNICOS";"QT_VOTOS_ANULADOS_APU_SEP";"HH_ULTIMA_TOTALIZACAO";"DT_ULTIMA_TOTALIZACAO"
"28/05/2021";"11:14:01";2014;1;"Eleição Extraordinária";1;268;"Eleição Suplementar Governador AM";"06/08/2017";"E";"AM";"AM";"AMAZONAS";"02712";"PAUINI";44;3;"Governador";9793;29;2;0;31;5452;0;4341;"N";5452;5269;5269;5269;0;0;0;0;0;0;0;0;0;43;140;140;0;0;"00:00:00";"06/08/2017"
"23/02/2022";"11:03:13";2014;2;"Eleição Ordinária";2;144;"Eleições Gerais 2014";"26/10/2014";"F";"AM";"AM";"AMAZONAS";"02895";"ALVARÃES";60;3;"Governador";9058;25;0;0;25;6661;0;2397;"N";6661;6149;6149;6149;0;0;0;0;0;0;0;0;0;11;501;501;0;0;"00:00:00";"26/10/2014"
"23/02/2022";"11:03:13";2014;2;"Eleição Ordinária";1;143;"Eleições Gerais 2014";"05/10/2014";"F";"AM";"AM";"AMAZONAS";"02534";"MANACAPURU";6;6;"Deputado Federal";52230;199;8;0;207;46290;0;5940;"N";46290;41670;41670;41670;2730;0;0;0;0;0;0;0;0;1132;758;758;0;0;"00:00:00";"23/05/2016"
"28/05/2021";"11:14:01";2014;1;"Eleição Extraordinária";2;269;"Eleição Suplementar Governador AM";"27/08/2017";"E";"AM";"AM";"AMAZONAS";"02771";"SILVES";39;3;"Governador";6899;22;2;0;24;4557;0;2342;"N";4557;4239;4239;4239;0;0;0;0;0;0;0;0;0;90;228;228;0;0;"00:00:00";"27/08/2017"
"28/05/2021";"11:14:01";2014;1;"Eleição Extraordinária";2;269;"Eleição Suplementar Governador AM";"27/08/2017";"E";"AM";"AM";"AMAZONAS";"02933";"ANAMÃ";53;3;"Governador";6978;20;1;0;21;4343;0;2635;"N";4343;4219;4219;4219;0;0;0;0;0;0;0;0;0;38;86;86;0;0;"00:00:00";"27/08/2017"
"28/05/2021";"11:14:01";2014;1;"Eleição Extraordinária";2;269;"Eleição Suplementar Governador AM";"27/08/2017";"E";"AM";"AM";"AMAZONAS";"02658";"NOVA OLINDA DO NORTE";28;3;"Governador";16558;47;1;0;48;10917;0;5641;"N";10917;10595;10595;10595;0;0;0;0;0;0;0;0;0;84;238;238;0;0;"00:00:00";"27/08/2017"
"28/05/2021";"11:14:01";2014;1;"Eleição Extraordinária";2;269;"Eleição Suplementar Governador AM";"27/08/2017";"E";"AM";"AM";"AMAZONAS";"98515";"TONANTINS";47;3;"Governador";8819;26;2;0;28;5971;0;2848;"N";5971;5730;5730;5730;0;0;0;0;0;0;0;0;0;64;177;177;0;0;"00:00:00";"27/08/2017"
"28/05/2021";"11:14:01";2014;1;"Eleição Extraordinária";2;269;"Eleição Suplementar Governador AM";"27/08/2017";"E";"AM";"AM";"AMAZONAS";"02550";"MANAUS";40;3;"Governador";112678;288;4;0;292;94223;0;18455;"N";94223;60851;60851;60851;0;0;0;0;0;0;0;0;0;5142;28230;28230;0;0;"00:00:00";"27/08/2017"
"28/05/2021";"11:14:01";2014;1;"Eleição Extraordinária";1;268;"Eleição Suplementar Governador AM";"06/08/2017";"E";"AM";"AM";"AMAZONAS";"98434";"RIO PRETO DA EVA";52;3;"Governador";14553;49;20;0;69;10142;0;4411;"N";10142;9366;9366;9366;0;0;0;0;0;0;0;0;0;187;589;589;0;0;"00:00:00";"06/08/2017"
"28/05/2021";"11:14:01";2014;1;"Eleição Extraordinária";1;268;"Eleição Suplementar Governador AM";"06/08/2017";"E";"AM";"AM";"AMAZONAS";"02291";"EIRUNEPÉ";11;3;"Governador";20663;62;5;0;67;11486;0;9177;"N";11486;11030;11030;11030;0;0;0;0;0;0;0;0;0;167;289;289;0;0;"00:00:00";"06/08/2017"
