DATA (YYYY-MM-DD),HORA (UTC),"PRECIPITAÇÃO TOTAL, HORÁRIO (mm)","PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB)",PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB),PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB),RADIACAO GLOBAL (KJ/m²),"TEMPERATURA DO AR - BULBO SECO, HORARIA (°C)",TEMPERATURA DO PONTO DE ORVALHO (°C),TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C),TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C),UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%),"UMIDADE RELATIVA DO AR, HORARIA (%)","VENTO, DIREÇÃO HORARIA (gr) (° (gr))","VENTO, RAJADA MAXIMA (m/s)","VENTO, VELOCIDADE HORARIA (m/s)"
2018-10-28,13:00,0,"1004,3","1004,4","1004,1","1745,9","31,5","24,5","31,5","27,9","25,5","24,3",83,67,67,200,"3,4","1,5"
2018-10-28,14:00,0,"1004,1","1004,4",1004,2410,"32,8","24,4","32,9","31,2","25,3","24,1",69,61,61,100,"3,9","1,1"
2018-10-28,15:00,0,"1003,2","1004,1","1003,2","1882,3",34,"23,1",34,"31,7","24,7","22,8",66,53,53,62,"5,4","2,5"
2018-10-28,16:00,0,"1002,4","1003,2","1002,4","1943,4","32,7","23,8","34,8","32,7","24,2",22,60,50,59,164,"5,2","1,8"
2018-10-28,17:00,0,"1001,2","1002,4","1001,2","1500,3","34,6","24,2","34,6",32,"25,6","23,5",66,52,55,157,5,",9"
2018-10-28,18:00,0,"999,8","1001,2","999,7","1129,1","35,1","22,2","35,3","34,4","24,4",22,55,47,47,126,"5,3","2,7"
2018-10-28,19:00,0,999,"999,8",999,"446,4","34,3","21,9","35,2","33,8","22,8","21,3",51,46,48,107,"4,9","1,1"
2018-10-28,20:00,0,999,999,"998,9","290,5","33,3","22,4","34,4","33,3","22,6","21,3",53,47,53,90,"4,6",1
2018-10-28,21:00,0,"999,3","999,4",999,"242,7","31,5","25,1","33,3","31,5","25,4","22,3",70,53,69,240,"2,9",",3"
2018-10-28,22:00,0,"999,9",1000,"999,3","35,7",29,"25,9","31,5",29,"26,4",25,83,69,83,287,"1,3",0
2018-10-28,23:00,0,"1000,6","1000,6","999,9",-9999,28,"25,7",29,"27,9","25,9","25,6",88,83,87,34,0,0
