DATA (YYYY-MM-DD),HORA (UTC),"PRECIPITAÇÃO TOTAL, HORÁRIO (mm)","PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB)",PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB),PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB),RADIACAO GLOBAL (KJ/m²),"TEMPERATURA DO AR - BULBO SECO, HORARIA (°C)",TEMPERATURA DO PONTO DE ORVALHO (°C),TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C),TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C),UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%),"UMIDADE RELATIVA DO AR, HORARIA (%)","VENTO, DIREÇÃO HORARIA (gr) (° (gr))","VENTO, RAJADA MAXIMA (m/s)","VENTO, VELOCIDADE HORARIA (m/s)"
2018-10-28,12:00,0,"1001,9","1001,9","1000,1","544,9","24,9","21,4",25,"24,3","23,4","20,8",93,79,81,170,"2,1",",9"
2018-10-28,13:00,0,"1003,2","1003,2","1001,9","384,3",26,"23,5",26,"24,9","23,5","21,6",86,81,86,33,3,"1,4"
2018-10-28,14:00,0,"1003,1","1003,2","1002,7",1318,28,"24,2",28,26,"24,4","23,6",87,79,80,300,4,1
2018-10-28,15:00,0,"1002,6","1003,1","1002,6","1302,5","28,5","23,4","28,6","27,9","24,3",23,80,73,74,312,"3,8","1,4"
2018-10-28,16:00,0,"1001,7","1002,6","1001,7","1514,9","29,7","22,8","29,7","28,3","24,4","22,8",79,66,66,312,"3,8","1,5"
2018-10-28,17:00,0,"1000,8","1001,7","1000,8","2115,4","30,7","22,7","30,8","29,6","24,3","22,3",71,62,62,310,"4,1","1,2"
2018-10-28,18:00,0,"999,5","1000,8","999,5","1307,4","29,9",24,"30,9","29,9","24,9","22,6",73,62,71,305,"3,5","1,5"
2018-10-28,19:00,0,"999,2","999,5",999,"520,2","27,5","24,1","29,9","27,5","24,7","23,4",82,71,82,312,"4,8","1,3"
2018-10-28,20:00,0,"998,4","999,2","998,4","676,5","28,5","24,2","28,6","27,4","24,5","23,7",82,76,78,253,"3,5",1
2018-10-28,21:00,0,"997,7","998,4","997,7","504,5","28,3","24,2","28,7","28,3","24,7",24,79,76,79,280,3,",7"
2018-10-28,22:00,0,998,998,"997,5","111,2","27,5","24,4","28,3","27,5","24,6","24,2",83,79,83,292,"2,5",",6"
2018-10-28,23:00,0,"998,7","998,7",998,-9999,"26,9","23,9","27,5","26,9","24,3","23,8",84,82,83,208,"1,9",1
