DATA (YYYY-MM-DD),HORA (UTC),"PRECIPITAÇÃO TOTAL, HORÁRIO (mm)","PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB)",PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB),PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB),RADIACAO GLOBAL (KJ/m²),"TEMPERATURA DO AR - BULBO SECO, HORARIA (°C)",TEMPERATURA DO PONTO DE ORVALHO (°C),TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C),TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C),UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%),"UMIDADE RELATIVA DO AR, HORARIA (%)","VENTO, DIREÇÃO HORARIA (gr) (° (gr))","VENTO, RAJADA MAXIMA (m/s)","VENTO, VELOCIDADE HORARIA (m/s)"
2018-10-07,00:00,0,"1005,8","1005,8",1005,0,"30,4","23,3",31,"29,8","23,8","23,1",69,63,66,34,0,0
2018-10-07,01:00,0,"1006,7","1006,7","1005,8",0,"29,6","23,4","30,4","29,6","23,4",23,70,65,70,25,0,0
2018-10-07,02:00,0,"1007,4","1007,4","1006,7",0,28,"23,8","29,7",28,"23,9","23,4",78,69,78,164,0,0
2018-10-07,03:00,0,"1007,5","1007,6","1007,4",0,"27,2","24,1",28,27,"24,2","23,6",84,78,83,134,0,0
2018-10-07,04:00,0,"1006,9","1007,5","1006,9",0,"26,6","23,6","27,2","26,5","24,1","23,5",84,83,84,140,0,0
2018-10-07,05:00,0,"1006,7","1006,9","1006,7",0,"25,7","23,3","26,7","25,7","23,7","23,3",87,83,87,205,0,0
2018-10-07,06:00,0,"1006,5","1006,7","1006,4",0,"25,5","23,1","25,8","25,5","23,4","23,1",87,86,86,193,0,0
2018-10-07,07:00,0,"1006,7","1006,7","1006,4",0,"25,6","22,8","25,6","25,2","23,2","22,6",87,84,85,236,0,0
2018-10-07,08:00,0,"1006,9",1007,"1006,7",0,"25,4","21,8","25,6","25,2","22,8","21,7",85,80,80,261,0,0
2018-10-07,09:00,0,"1007,4","1007,4","1006,9",0,"24,7","22,5","25,4","24,7","22,6","21,8",88,80,88,149,0,0
2018-10-07,10:00,0,"1008,3","1008,3","1007,4","14,8","24,6","22,9","24,7","24,5","22,9","22,5",90,88,90,199,0,0
2018-10-07,11:00,0,"1009,1","1009,1","1008,3","345,7",28,"23,2","28,1","24,6","23,5","22,9",90,75,75,212,0,0
2018-10-07,12:00,0,"1009,8","1009,8","1009,1","1105,3","30,6","22,4","30,9",28,"24,1","22,2",76,61,62,1,0,0
2018-10-07,13:00,0,1010,"1010,1","1009,8",2046,"31,8","22,2","32,1","30,6",23,22,62,57,57,129,0,0
2018-10-07,14:00,0,"1009,9","1010,1","1009,9","2711,7","32,9","22,9","33,2","31,7","23,3","22,3",60,54,56,16,0,0
2018-10-07,15:00,0,"1008,9","1009,9","1008,9","2388,6","33,4","22,3","33,7","32,7","23,2","21,6",56,50,52,42,0,0
2018-10-07,16:00,0,"1007,9","1008,9","1007,9","2168,9","34,6","22,2","34,6","33,4","23,3","21,3",54,48,49,93,0,0
2018-10-07,17:00,0,"1006,5","1007,9","1006,5","3021,8","36,5","19,7","36,5","34,1","22,2","18,4",49,36,38,82,0,0
2018-10-07,18:00,0,"1005,5","1006,5","1005,5","2714,7","35,8","19,9","37,4","35,3","20,9","17,9",42,33,39,113,0,0
2018-10-07,19:00,0,"1004,5","1005,5","1004,5","2234,8","35,1","19,5","36,5","35,1","20,6","18,1",41,35,40,93,0,0
2018-10-07,20:00,0,1004,"1004,5","1003,9","1060,7","33,9","19,9","35,2","33,8","21,7","19,1",48,40,44,101,0,0
2018-10-07,21:00,0,1004,"1004,1","1003,7","399,8","32,9","20,6","33,9","32,9","21,3","19,7",50,44,49,109,0,0
2018-10-07,22:00,0,"1004,5","1004,5","1003,9","76,1","31,1","22,3","32,9","31,1","22,3","20,7",60,49,60,154,0,0
2018-10-07,23:00,0,"1005,4","1005,4","1004,5",0,"29,6",23,"31,1","29,6","23,1","22,3",68,60,67,216,0,0
2018-10-28,00:00,0,"1006,5","1006,5","1005,4",0,"30,1",24,"30,2",30,"24,5","23,7",72,69,70,302,0,0
2018-10-28,01:00,0,"1006,8","1007,1","1006,5",0,"29,5","24,7","30,2","29,5","24,7","23,8",76,69,76,155,0,0
2018-10-28,02:00,0,"1007,2","1007,3","1006,8",0,"27,8","24,5","29,4","27,8","24,8","24,2",82,76,82,194,0,0
2018-10-28,03:00,0,"1006,8","1007,3","1006,8",0,"27,4","24,9","27,8","27,4",25,"24,5",86,82,86,197,0,0
2018-10-28,04:00,0,"1006,2","1006,8","1006,2",0,"26,9","24,7","27,4","26,9","24,9","24,7",87,86,87,180,0,0
2018-10-28,05:00,0,"1005,7","1006,2","1005,6",0,"26,4","24,7","26,9","26,4","24,7","24,5",90,87,90,153,0,0
2018-10-28,06:00,0,"1005,5","1005,7","1005,3",0,"26,4","24,4","26,5","26,4","24,8","24,4",90,89,89,170,0,0
2018-10-28,07:00,0,"1005,4","1005,5","1005,3",0,"26,1","23,5","26,4","26,1","24,4","23,5",89,86,86,172,0,0
2018-10-28,08:00,0,1006,1006,"1005,4",0,"25,7","23,5","26,1","25,7","23,5","23,4",88,86,88,159,0,0
2018-10-28,09:00,0,"1006,5","1006,5","1005,9",0,"25,4","23,5","25,7","25,4","23,6","23,5",89,88,89,212,0,0
2018-10-28,10:00,0,"1007,2","1007,2","1006,5","29,2","25,4","23,4","25,4","25,2","23,5","23,4",90,89,89,164,0,0
2018-10-28,11:00,0,"1008,2","1008,2","1007,2","464,6","27,3","23,4","27,4","25,4","23,5","23,2",89,79,79,185,0,0
2018-10-28,12:00,0,"1008,6","1008,7","1008,2","1221,8","29,4","23,3",30,"27,3","24,1","23,3",80,69,70,183,0,0
2018-10-28,13:00,0,"1008,7","1008,8","1008,5","1936,4","31,2","23,4","31,4","29,4",24,"23,2",70,62,63,154,0,0
2018-10-28,14:00,0,"1008,4","1008,7","1008,4","2051,9","32,6","23,6","32,8","31,2",24,"22,9",64,58,59,118,0,0
2018-10-28,15:00,0,"1007,8","1008,4","1007,8","1606,9","32,7","23,2","33,3","32,2","23,8","22,8",60,56,58,345,0,0
2018-10-28,16:00,0,"1006,7","1007,8","1006,7","2099,5","33,5","24,2","34,6","32,5","24,2","22,7",59,53,58,12,0,0
2018-10-28,17:00,0,"1005,3","1006,7","1005,3","2706,2","34,5","22,5","35,4","33,4","24,1","22,1",58,48,50,62,0,0
2018-10-28,18:00,0,"1004,1","1005,3","1004,1",2570,"35,4","21,8","36,2",34,"23,1","21,7",52,44,45,54,0,0
2018-10-28,19:00,0,"1003,3","1004,2","1003,3","1857,6","35,4","20,7","36,2","34,6","22,6","20,4",49,41,43,109,0,0
2018-10-28,20:00,0,"1003,3","1003,4","1002,9","1349,2","34,7","21,8","35,8","34,6","21,8","20,7",47,42,47,89,0,0
2018-10-28,21:00,0,"1003,8","1003,8","1003,3","325,8",33,"21,7","34,7",33,"22,1","21,5",52,47,51,120,0,0
2018-10-28,22:00,0,"1004,2","1004,2","1003,7","49,6","31,6","23,5",33,"31,6","23,5","21,7",62,51,62,11,0,0
