DATA (YYYY-MM-DD),HORA (UTC),"PRECIPITAÇÃO TOTAL, HORÁRIO (mm)","PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB)",PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB),PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB),RADIACAO GLOBAL (KJ/m²),"TEMPERATURA DO AR - BULBO SECO, HORARIA (°C)",TEMPERATURA DO PONTO DE ORVALHO (°C),TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C),TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C),UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%),"UMIDADE RELATIVA DO AR, HORARIA (%)","VENTO, DIREÇÃO HORARIA (gr) (° (gr))","VENTO, RAJADA MAXIMA (m/s)","VENTO, VELOCIDADE HORARIA (m/s)"
2018-10-28,14:00,1,"1006,9","1006,9","1006,5",0,"22,4","22,4","22,4","22,2","22,4","22,3",100,100,100,189,"3,4",2
2018-10-28,15:00,0,"1006,6","1007,1","1006,6",0,23,23,"23,1","22,4","23,1","22,4",100,100,100,222,3,0
2018-10-28,16:00,1,"1006,1","1006,6",1006,0,"24,3","24,3","24,3","23,1","24,3","23,1",100,100,100,230,"1,7",1
2018-10-28,17:00,0,"1005,3","1006,1","1005,3",0,"25,3","25,3","25,3","24,2","25,3","24,2",100,100,100,322,"2,2",0
2018-10-28,18:00,1,"1003,6","1005,3","1003,6",0,"26,3","25,6","26,3","25,4",26,"25,4",100,96,96,303,"1,8",1
2018-10-28,19:00,0,"1002,2","1003,6","1002,2",0,"26,6","25,6","26,8","26,3",26,"25,4",96,93,94,263,2,1
2018-10-28,20:00,0,"1002,1","1002,2","1001,9",0,"26,9","25,6","27,2","26,2","25,7","25,2",96,90,92,288,"3,1",1
2018-10-28,21:00,0,"1002,1","1002,3",1002,0,"27,5","25,7","27,5",27,"25,8","25,2",92,89,90,297,"1,5",0
2018-10-28,22:00,1,"1002,5","1002,5","1001,9",0,"26,5","25,6","27,5","26,5",26,"25,5",96,89,95,338,"1,3",0
2018-10-28,23:00,0,"1003,1","1003,1","1002,5",0,"25,3","25,3","26,5","25,3","25,9","25,3",100,95,100,199,",6",0
