UF;Município;Faixa etária;Gênero;Grau de instrução;Comparecimento;% comparecimento;Abstenção;Eleitorado apto;Data de carga
AM;ALVARÃES;60 a 64 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;4;1;0;4;2025-04-29 22:31:40
AM;ALVARÃES;60 a 64 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;49;0,9074;5;54;2025-04-29 22:31:40
AM;ALVARÃES;60 a 64 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;11;0,9167;1;12;2025-04-29 22:31:40
AM;ALVARÃES;60 a 64 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;2;0,6667;1;3;2025-04-29 22:31:40
AM;ALVARÃES;60 a 64 anos                  ;MASCULINO;LÊ E ESCREVE;57;0,8769;8;65;2025-04-29 22:31:40
AM;ALVARÃES;60 a 64 anos                  ;MASCULINO;SUPERIOR COMPLETO;2;1;0;2;2025-04-29 22:31:40
AM;ALVARÃES;60 a 64 anos                  ;MASCULINO;SUPERIOR INCOMPLETO;1;1;0;1;2025-04-29 22:31:40
AM;ALVARÃES;65 a 69 anos                  ;FEMININO;ANALFABETO;25;0,463;29;54;2025-04-29 22:31:40
AM;ALVARÃES;65 a 69 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;0;0;1;1;2025-04-29 22:31:40
AM;ALVARÃES;65 a 69 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;12;0,8;3;15;2025-04-29 22:31:40
AM;ALVARÃES;65 a 69 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;3;0,6;2;5;2025-04-29 22:31:40
AM;ALVARÃES;65 a 69 anos                  ;FEMININO;LÊ E ESCREVE;49;0,8448;9;58;2025-04-29 22:31:40
AM;ALVARÃES;65 a 69 anos                  ;FEMININO;SUPERIOR COMPLETO;3;0,75;1;4;2025-04-29 22:31:40
AM;ALVARÃES;65 a 69 anos                  ;MASCULINO;ANALFABETO;26;0,4727;29;55;2025-04-29 22:31:40
AM;ALVARÃES;65 a 69 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;2;1;0;2;2025-04-29 22:31:40
AM;ALVARÃES;65 a 69 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;30;0,7895;8;38;2025-04-29 22:31:40
AM;ALVARÃES;65 a 69 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;5;1;0;5;2025-04-29 22:31:40
AM;ALVARÃES;65 a 69 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;1;0,5;1;2;2025-04-29 22:31:40
AM;ALVARÃES;65 a 69 anos                  ;MASCULINO;LÊ E ESCREVE;59;0,7867;16;75;2025-04-29 22:31:40
AM;ALVARÃES;65 a 69 anos                  ;MASCULINO;SUPERIOR COMPLETO;2;1;0;2;2025-04-29 22:31:40
AM;ALVARÃES;70 a 74 anos                  ;FEMININO;ANALFABETO;10;0,2381;32;42;2025-04-29 22:31:40
AM;ALVARÃES;70 a 74 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;1;1;0;1;2025-04-29 22:31:40
AM;ALVARÃES;70 a 74 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;17;0,7083;7;24;2025-04-29 22:31:40
AM;ALVARÃES;70 a 74 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;0;0;1;1;2025-04-29 22:31:40
AM;ALVARÃES;70 a 74 anos                  ;FEMININO;LÊ E ESCREVE;19;0,6552;10;29;2025-04-29 22:31:40
AM;ALVARÃES;70 a 74 anos                  ;FEMININO;SUPERIOR COMPLETO;1;0,5;1;2;2025-04-29 22:31:40
AM;ALVARÃES;70 a 74 anos                  ;MASCULINO;ANALFABETO;11;0,2895;27;38;2025-04-29 22:31:40
AM;ALVARÃES;70 a 74 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;2;1;0;2;2025-04-29 22:31:40
AM;ALVARÃES;70 a 74 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;13;0,7222;5;18;2025-04-29 22:31:40
AM;ALVARÃES;70 a 74 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;4;0,8;1;5;2025-04-29 22:31:40
AM;ALVARÃES;70 a 74 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;1;1;0;1;2025-04-29 22:31:40
AM;ALVARÃES;70 a 74 anos                  ;MASCULINO;LÊ E ESCREVE;40;0,6897;18;58;2025-04-29 22:31:40
AM;ALVARÃES;70 a 74 anos                  ;MASCULINO;SUPERIOR COMPLETO;1;1;0;1;2025-04-29 22:31:40
AM;ALVARÃES;75 a 79 anos                  ;FEMININO;ANALFABETO;11;0,2619;31;42;2025-04-29 22:31:40
AM;ALVARÃES;75 a 79 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;1;1;0;1;2025-04-29 22:31:40
AM;ALVARÃES;75 a 79 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;7;0,5833;5;12;2025-04-29 22:31:40
AM;ALVARÃES;75 a 79 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;1;0,3333;2;3;2025-04-29 22:31:40
AM;ALVARÃES;75 a 79 anos                  ;FEMININO;LÊ E ESCREVE;16;0,4848;17;33;2025-04-29 22:31:40
AM;ALVARÃES;75 a 79 anos                  ;MASCULINO;ANALFABETO;8;0,2;32;40;2025-04-29 22:31:40
AM;ALVARÃES;75 a 79 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;1;1;0;1;2025-04-29 22:31:40
AM;ALVARÃES;75 a 79 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;3;0,4286;4;7;2025-04-29 22:31:40
AM;ALVARÃES;75 a 79 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;1;1;0;1;2025-04-29 22:31:40
AM;ALVARÃES;75 a 79 anos                  ;MASCULINO;LÊ E ESCREVE;17;0,4595;20;37;2025-04-29 22:31:40
AM;ALVARÃES;75 a 79 anos                  ;MASCULINO;SUPERIOR COMPLETO;1;1;0;1;2025-04-29 22:31:40
AM;ALVARÃES;80 a 84 anos                  ;FEMININO;ANALFABETO;3;0,1071;25;28;2025-04-29 22:31:40
AM;ALVARÃES;80 a 84 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;1;0,2;4;5;2025-04-29 22:31:40
AM;ALVARÃES;80 a 84 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;0;0;2;2;2025-04-29 22:31:40
AM;ALVARÃES;80 a 84 anos                  ;FEMININO;LÊ E ESCREVE;6;0,24;19;25;2025-04-29 22:31:40
AM;ALVARÃES;80 a 84 anos                  ;MASCULINO;ANALFABETO;2;0,0833;22;24;2025-04-29 22:31:40
AM;ALVARÃES;80 a 84 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;1;0,3333;2;3;2025-04-29 22:31:40
AM;ALVARÃES;80 a 84 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;2;0,4;3;5;2025-04-29 22:31:40
AM;ALVARÃES;80 a 84 anos                  ;MASCULINO;LÊ E ESCREVE;11;0,2821;28;39;2025-04-29 22:31:40
AM;ALVARÃES;85 a 89 anos                  ;FEMININO;ANALFABETO;1;0,037;26;27;2025-04-29 22:31:40
AM;ALVARÃES;85 a 89 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;0;0;2;2;2025-04-29 22:31:40
AM;ALVARÃES;85 a 89 anos                  ;FEMININO;LÊ E ESCREVE;1;0,0556;17;18;2025-04-29 22:31:40
AM;ALVARÃES;85 a 89 anos                  ;FEMININO;SUPERIOR COMPLETO;0;0;1;1;2025-04-29 22:31:40
AM;ALVARÃES;85 a 89 anos                  ;MASCULINO;ANALFABETO;2;0,0741;25;27;2025-04-29 22:31:40
AM;ALVARÃES;85 a 89 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;0;0;1;1;2025-04-29 22:31:40
AM;ALVARÃES;85 a 89 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;0;0;1;1;2025-04-29 22:31:40
AM;ALVARÃES;85 a 89 anos                  ;MASCULINO;LÊ E ESCREVE;1;0,0417;23;24;2025-04-29 22:31:40
AM;ALVARÃES;90 a 94 anos                  ;FEMININO;ANALFABETO;0;0;15;15;2025-04-29 22:31:40
AM;ALVARÃES;90 a 94 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;0;0;1;1;2025-04-29 22:31:40
AM;ALVARÃES;90 a 94 anos                  ;FEMININO;LÊ E ESCREVE;0;0;7;7;2025-04-29 22:31:40
AM;ALVARÃES;90 a 94 anos                  ;MASCULINO;ANALFABETO;1;0,0769;12;13;2025-04-29 22:31:40
AM;ALVARÃES;90 a 94 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;0;0;3;3;2025-04-29 22:31:40
AM;ALVARÃES;90 a 94 anos                  ;MASCULINO;LÊ E ESCREVE;0;0;21;21;2025-04-29 22:31:40
AM;ALVARÃES;95 a 99 anos                  ;FEMININO;ANALFABETO;0;0;4;4;2025-04-29 22:31:40
AM;ALVARÃES;95 a 99 anos                  ;FEMININO;LÊ E ESCREVE;0;0;10;10;2025-04-29 22:31:40
AM;ALVARÃES;95 a 99 anos                  ;MASCULINO;ANALFABETO;0;0;15;15;2025-04-29 22:31:40
AM;ALVARÃES;95 a 99 anos                  ;MASCULINO;LÊ E ESCREVE;0;0;14;14;2025-04-29 22:31:40
AM;ALVARÃES;Inválido                      ;FEMININO;ANALFABETO;0;0;1;1;2025-04-29 22:31:40
AM;AMATURÁ;100 anos ou mais              ;FEMININO;ANALFABETO;0;0;6;6;2025-04-29 22:31:40
AM;AMATURÁ;100 anos ou mais              ;FEMININO;LÊ E ESCREVE;0;0;1;1;2025-04-29 22:31:40
AM;AMATURÁ;100 anos ou mais              ;MASCULINO;ANALFABETO;0;0;6;6;2025-04-29 22:31:40
AM;AMATURÁ;100 anos ou mais              ;MASCULINO;LÊ E ESCREVE;0;0;6;6;2025-04-29 22:31:40
AM;AMATURÁ;16 anos                       ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;4;1;0;4;2025-04-29 22:31:40
AM;AMATURÁ;16 anos                       ;FEMININO;ENSINO MÉDIO COMPLETO;1;1;0;1;2025-04-29 22:31:40
AM;AMATURÁ;16 anos                       ;FEMININO;ENSINO MÉDIO INCOMPLETO;35;0,9211;3;38;2025-04-29 22:31:40
AM;AMATURÁ;16 anos                       ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;1;1;0;1;2025-04-29 22:31:40
AM;AMATURÁ;16 anos                       ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;9;1;0;9;2025-04-29 22:31:40
AM;AMATURÁ;16 anos                       ;MASCULINO;ENSINO MÉDIO INCOMPLETO;34;1;0;34;2025-04-29 22:31:40
AM;AMATURÁ;17 anos                       ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;1;1;0;1;2025-04-29 22:31:40
AM;AMATURÁ;17 anos                       ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;24;0,96;1;25;2025-04-29 22:31:40
AM;AMATURÁ;17 anos                       ;FEMININO;ENSINO MÉDIO COMPLETO;3;1;0;3;2025-04-29 22:31:40
AM;AMATURÁ;17 anos                       ;FEMININO;ENSINO MÉDIO INCOMPLETO;60;0,8955;7;67;2025-04-29 22:31:40
AM;AMATURÁ;17 anos                       ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;1;1;0;1;2025-04-29 22:31:40
AM;AMATURÁ;17 anos                       ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;20;0,9091;2;22;2025-04-29 22:31:40
AM;AMATURÁ;17 anos                       ;MASCULINO;ENSINO MÉDIO COMPLETO;4;1;0;4;2025-04-29 22:31:40
AM;AMATURÁ;17 anos                       ;MASCULINO;ENSINO MÉDIO INCOMPLETO;29;0,9355;2;31;2025-04-29 22:31:40
AM;AMATURÁ;18 anos                       ;FEMININO;ANALFABETO;1;1;0;1;2025-04-29 22:31:40
AM;AMATURÁ;18 anos                       ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;1;1;0;1;2025-04-29 22:31:40
AM;AMATURÁ;18 anos                       ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;17;0,8095;4;21;2025-04-29 22:31:40
AM;AMATURÁ;18 anos                       ;FEMININO;ENSINO MÉDIO COMPLETO;10;0,625;6;16;2025-04-29 22:31:40
AM;AMATURÁ;18 anos                       ;FEMININO;ENSINO MÉDIO INCOMPLETO;33;0,8684;5;38;2025-04-29 22:31:40
AM;AMATURÁ;18 anos                       ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;1;1;0;1;2025-04-29 22:31:40
AM;AMATURÁ;18 anos                       ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;18;0,8571;3;21;2025-04-29 22:31:40
AM;AMATURÁ;18 anos                       ;MASCULINO;ENSINO MÉDIO COMPLETO;16;0,8889;2;18;2025-04-29 22:31:40
AM;AMATURÁ;18 anos                       ;MASCULINO;ENSINO MÉDIO INCOMPLETO;34;0,8947;4;38;2025-04-29 22:31:40
AM;AMATURÁ;19 anos                       ;FEMININO;ANALFABETO;1;1;0;1;2025-04-29 22:31:40
AM;AMATURÁ;19 anos                       ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;1;1;0;1;2025-04-29 22:31:40
AM;AMATURÁ;19 anos                       ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;29;0,8788;4;33;2025-04-29 22:31:40
AM;AMATURÁ;19 anos                       ;FEMININO;ENSINO MÉDIO COMPLETO;10;0,8333;2;12;2025-04-29 22:31:40
AM;AMATURÁ;19 anos                       ;FEMININO;ENSINO MÉDIO INCOMPLETO;46;0,8364;9;55;2025-04-29 22:31:40
AM;AMATURÁ;19 anos                       ;FEMININO;LÊ E ESCREVE;2;1;0;2;2025-04-29 22:31:40
AM;AMATURÁ;19 anos                       ;FEMININO;SUPERIOR INCOMPLETO;1;1;0;1;2025-04-29 22:31:40
AM;AMATURÁ;19 anos                       ;MASCULINO;ANALFABETO;2;1;0;2;2025-04-29 22:31:40
AM;AMATURÁ;19 anos                       ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;1;1;0;1;2025-04-29 22:31:40
AM;AMATURÁ;19 anos                       ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;15;0,7895;4;19;2025-04-29 22:31:40
AM;AMATURÁ;19 anos                       ;MASCULINO;ENSINO MÉDIO COMPLETO;5;0,7143;2;7;2025-04-29 22:31:40
AM;AMATURÁ;19 anos                       ;MASCULINO;ENSINO MÉDIO INCOMPLETO;36;0,878;5;41;2025-04-29 22:31:40
AM;AMATURÁ;19 anos                       ;MASCULINO;LÊ E ESCREVE;2;1;0;2;2025-04-29 22:31:40
AM;AMATURÁ;20 anos                       ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;3;1;0;3;2025-04-29 22:31:40
AM;AMATURÁ;20 anos                       ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;32;0,8;8;40;2025-04-29 22:31:40
AM;AMATURÁ;20 anos                       ;FEMININO;ENSINO MÉDIO COMPLETO;6;0,6667;3;9;2025-04-29 22:31:40
AM;AMATURÁ;20 anos                       ;FEMININO;ENSINO MÉDIO INCOMPLETO;59;0,7564;19;78;2025-04-29 22:31:40
AM;AMATURÁ;20 anos                       ;FEMININO;LÊ E ESCREVE;2;1;0;2;2025-04-29 22:31:40
AM;AMATURÁ;20 anos                       ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;2;1;0;2;2025-04-29 22:31:40
AM;AMATURÁ;20 anos                       ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;33;0,8049;8;41;2025-04-29 22:31:40
AM;AMATURÁ;20 anos                       ;MASCULINO;ENSINO MÉDIO COMPLETO;7;0,7778;2;9;2025-04-29 22:31:40
AM;AMATURÁ;20 anos                       ;MASCULINO;ENSINO MÉDIO INCOMPLETO;55;0,8462;10;65;2025-04-29 22:31:40
AM;AMATURÁ;20 anos                       ;MASCULINO;SUPERIOR INCOMPLETO;0;0;1;1;2025-04-29 22:31:40
AM;AMATURÁ;21 a 24 anos                  ;FEMININO;ANALFABETO;2;0,5;2;4;2025-04-29 22:31:40
AM;AMATURÁ;21 a 24 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;12;0,8;3;15;2025-04-29 22:31:40
AM;AMATURÁ;21 a 24 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;80;0,8889;10;90;2025-04-29 22:31:40
AM;AMATURÁ;21 a 24 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;88;0,8148;20;108;2025-04-29 22:31:40
AM;AMATURÁ;21 a 24 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;112;0,6871;51;163;2025-04-29 22:31:40
AM;AMATURÁ;21 a 24 anos                  ;FEMININO;LÊ E ESCREVE;3;1;0;3;2025-04-29 22:31:40
AM;AMATURÁ;21 a 24 anos                  ;FEMININO;SUPERIOR INCOMPLETO;5;0,4167;7;12;2025-04-29 22:31:40
AM;AMATURÁ;21 a 24 anos                  ;MASCULINO;ANALFABETO;3;0,6;2;5;2025-04-29 22:31:40
AM;AMATURÁ;21 a 24 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;6;0,75;2;8;2025-04-29 22:31:40
AM;AMATURÁ;21 a 24 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;87;0,7982;22;109;2025-04-29 22:31:40
AM;AMATURÁ;21 a 24 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;63;0,7412;22;85;2025-04-29 22:31:40
AM;AMATURÁ;21 a 24 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;164;0,7523;54;218;2025-04-29 22:31:40
AM;AMATURÁ;21 a 24 anos                  ;MASCULINO;LÊ E ESCREVE;4;0,6667;2;6;2025-04-29 22:31:40
AM;AMATURÁ;21 a 24 anos                  ;MASCULINO;SUPERIOR COMPLETO;1;1;0;1;2025-04-29 22:31:40
AM;AMATURÁ;21 a 24 anos                  ;MASCULINO;SUPERIOR INCOMPLETO;7;0,7778;2;9;2025-04-29 22:31:40
AM;AMATURÁ;25 a 29 anos                  ;FEMININO;ANALFABETO;10;0,7692;3;13;2025-04-29 22:31:40
AM;AMATURÁ;25 a 29 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;14;0,7368;5;19;2025-04-29 22:31:40
AM;AMATURÁ;25 a 29 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;105;0,8678;16;121;2025-04-29 22:31:40
AM;AMATURÁ;25 a 29 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;172;0,835;34;206;2025-04-29 22:31:40
AM;AMATURÁ;25 a 29 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;60;0,8451;11;71;2025-04-29 22:31:40
AM;AMATURÁ;25 a 29 anos                  ;FEMININO;LÊ E ESCREVE;9;0,8182;2;11;2025-04-29 22:31:40
AM;AMATURÁ;25 a 29 anos                  ;FEMININO;SUPERIOR COMPLETO;11;0,7857;3;14;2025-04-29 22:31:40
AM;AMATURÁ;25 a 29 anos                  ;FEMININO;SUPERIOR INCOMPLETO;10;0,8333;2;12;2025-04-29 22:31:40
AM;AMATURÁ;25 a 29 anos                  ;MASCULINO;ANALFABETO;2;0,5;2;4;2025-04-29 22:31:40
AM;AMATURÁ;25 a 29 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;8;0,7273;3;11;2025-04-29 22:31:40
AM;AMATURÁ;25 a 29 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;68;0,7391;24;92;2025-04-29 22:31:40
AM;AMATURÁ;25 a 29 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;156;0,8;39;195;2025-04-29 22:31:40
AM;AMATURÁ;25 a 29 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;81;0,7642;25;106;2025-04-29 22:31:40
AM;AMATURÁ;25 a 29 anos                  ;MASCULINO;LÊ E ESCREVE;7;0,6364;4;11;2025-04-29 22:31:40
AM;AMATURÁ;25 a 29 anos                  ;MASCULINO;SUPERIOR COMPLETO;12;0,8571;2;14;2025-04-29 22:31:40
AM;AMATURÁ;25 a 29 anos                  ;MASCULINO;SUPERIOR INCOMPLETO;11;0,8462;2;13;2025-04-29 22:31:40
AM;AMATURÁ;30 a 34 anos                  ;FEMININO;ANALFABETO;14;0,9333;1;15;2025-04-29 22:31:40
AM;AMATURÁ;30 a 34 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;6;0,75;2;8;2025-04-29 22:31:40
AM;AMATURÁ;30 a 34 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;96;0,8276;20;116;2025-04-29 22:31:40
AM;AMATURÁ;30 a 34 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;119;0,8881;15;134;2025-04-29 22:31:40
AM;AMATURÁ;30 a 34 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;35;0,8974;4;39;2025-04-29 22:31:40
AM;AMATURÁ;30 a 34 anos                  ;FEMININO;LÊ E ESCREVE;23;0,92;2;25;2025-04-29 22:31:40
AM;AMATURÁ;30 a 34 anos                  ;FEMININO;SUPERIOR COMPLETO;23;0,7667;7;30;2025-04-29 22:31:40
AM;AMATURÁ;30 a 34 anos                  ;FEMININO;SUPERIOR INCOMPLETO;3;0,3333;6;9;2025-04-29 22:31:40
AM;AMATURÁ;30 a 34 anos                  ;MASCULINO;ANALFABETO;3;0,75;1;4;2025-04-29 22:31:40
AM;AMATURÁ;30 a 34 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;4;0,5;4;8;2025-04-29 22:31:40
AM;AMATURÁ;30 a 34 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;73;0,8391;14;87;2025-04-29 22:31:40
AM;AMATURÁ;30 a 34 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;164;0,8454;30;194;2025-04-29 22:31:40
AM;AMATURÁ;30 a 34 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;35;0,814;8;43;2025-04-29 22:31:40
AM;AMATURÁ;30 a 34 anos                  ;MASCULINO;LÊ E ESCREVE;14;0,7778;4;18;2025-04-29 22:31:40
AM;AMATURÁ;30 a 34 anos                  ;MASCULINO;SUPERIOR COMPLETO;27;0,8438;5;32;2025-04-29 22:31:40
AM;AMATURÁ;30 a 34 anos                  ;MASCULINO;SUPERIOR INCOMPLETO;4;0,8;1;5;2025-04-29 22:31:40
AM;AMATURÁ;35 a 39 anos                  ;FEMININO;ANALFABETO;24;1;0;24;2025-04-29 22:31:40
AM;AMATURÁ;35 a 39 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;2;1;0;2;2025-04-29 22:31:40
AM;AMATURÁ;35 a 39 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;64;0,9275;5;69;2025-04-29 22:31:40
AM;AMATURÁ;35 a 39 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;103;0,9196;9;112;2025-04-29 22:31:40
AM;AMATURÁ;35 a 39 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;14;0,7368;5;19;2025-04-29 22:31:40
AM;AMATURÁ;35 a 39 anos                  ;FEMININO;LÊ E ESCREVE;48;0,9057;5;53;2025-04-29 22:31:40
AM;AMATURÁ;35 a 39 anos                  ;FEMININO;SUPERIOR COMPLETO;31;0,8378;6;37;2025-04-29 22:31:40
AM;AMATURÁ;35 a 39 anos                  ;FEMININO;SUPERIOR INCOMPLETO;2;0,6667;1;3;2025-04-29 22:31:40
AM;AMATURÁ;35 a 39 anos                  ;MASCULINO;ANALFABETO;6;0,6;4;10;2025-04-29 22:31:40
AM;AMATURÁ;35 a 39 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;6;0,8571;1;7;2025-04-29 22:31:40
AM;AMATURÁ;35 a 39 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;87;0,8878;11;98;2025-04-29 22:31:40
AM;AMATURÁ;35 a 39 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;140;0,9272;11;151;2025-04-29 22:31:40
AM;AMATURÁ;35 a 39 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;24;0,8889;3;27;2025-04-29 22:31:40
AM;AMATURÁ;35 a 39 anos                  ;MASCULINO;LÊ E ESCREVE;39;0,907;4;43;2025-04-29 22:31:40
AM;AMATURÁ;35 a 39 anos                  ;MASCULINO;SUPERIOR COMPLETO;23;0,8519;4;27;2025-04-29 22:31:40
AM;AMATURÁ;35 a 39 anos                  ;MASCULINO;SUPERIOR INCOMPLETO;2;1;0;2;2025-04-29 22:31:40
AM;AMATURÁ;40 a 44 anos                  ;FEMININO;ANALFABETO;42;0,8235;9;51;2025-04-29 22:31:40
AM;AMATURÁ;40 a 44 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;3;1;0;3;2025-04-29 22:31:40
AM;AMATURÁ;40 a 44 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;49;0,8596;8;57;2025-04-29 22:31:40
AM;AMATURÁ;40 a 44 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;75;0,9494;4;79;2025-04-29 22:31:40
AM;AMATURÁ;40 a 44 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;23;0,8519;4;27;2025-04-29 22:31:40
AM;AMATURÁ;40 a 44 anos                  ;FEMININO;LÊ E ESCREVE;44;0,9167;4;48;2025-04-29 22:31:40
AM;AMATURÁ;40 a 44 anos                  ;FEMININO;SUPERIOR COMPLETO;13;0,7647;4;17;2025-04-29 22:31:40
AM;AMATURÁ;40 a 44 anos                  ;FEMININO;SUPERIOR INCOMPLETO;2;0,6667;1;3;2025-04-29 22:31:40
AM;AMATURÁ;40 a 44 anos                  ;MASCULINO;ANALFABETO;14;0,7;6;20;2025-04-29 22:31:40
AM;AMATURÁ;40 a 44 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;4;0,6667;2;6;2025-04-29 22:31:40
AM;AMATURÁ;40 a 44 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;83;0,9326;6;89;2025-04-29 22:31:40
AM;AMATURÁ;40 a 44 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;68;0,8718;10;78;2025-04-29 22:31:40
AM;AMATURÁ;40 a 44 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;14;0,7778;4;18;2025-04-29 22:31:40
AM;AMATURÁ;40 a 44 anos                  ;MASCULINO;LÊ E ESCREVE;53;0,9815;1;54;2025-04-29 22:31:40
AM;AMATURÁ;40 a 44 anos                  ;MASCULINO;SUPERIOR COMPLETO;13;1;0;13;2025-04-29 22:31:40
AM;AMATURÁ;40 a 44 anos                  ;MASCULINO;SUPERIOR INCOMPLETO;1;0,5;1;2;2025-04-29 22:31:40
AM;AMATURÁ;45 a 49 anos                  ;FEMININO;ANALFABETO;36;0,8372;7;43;2025-04-29 22:31:40
AM;AMATURÁ;45 a 49 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;2;0,5;2;4;2025-04-29 22:31:40
AM;AMATURÁ;45 a 49 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;39;0,907;4;43;2025-04-29 22:31:40
